阿纳克	anake
牙髓变性	yasuibianxing
牙髓病学	yasuibingxue
牙髓充血	yasuichongxue
牙髓钙化	yasuigaihua
牙髓化生	yasuihuasheng
牙髓坏疽	yasuihuaiju
牙髓坏死	yasuihuaisi
牙髓活力测验器	yasuihuoliceyanqi
牙髓活力电测验器	yasuihuolidianceyanqi
牙髓渐进性坏死	yasuijianjinxinghuaisi
牙髓脓肿	yasuinongzhong
牙髓切断术	yasuiqieduanshu
牙髓失活	yasuishihuo
牙髓失活剂	yasuishihuoji
牙髓塑化剂	yasuisuhuaji
牙髓塑化治疗	yasuisuhuazhiliao
牙髓探针	yasuitanzhen
牙髓网状萎缩	yasuiwangzhuangweisuo
牙髓息肉	yasuixirou
牙髓纤维性变	yasuixianweixingbian
牙髓牙本质复合体	yasuiyabenzhifuheti
牙髓牙周联合病变	yasuiyazhoulianhebingbian
牙髓摘除	yasuizhaichu
压缩骨折	yasuoguzhe
压缩室效应	yasuoshixiaoying
压缩性肺容积丧失	yasuoxingfeirongjisangshi
牙体发育异常	yatifayuyichang
牙体解剖学	yatijiepouxue
牙体外科学	yatiwaikexue
牙体预备	yatiyubei
亚铁氰化物	yatieqinghuawu
亚铁原卟啉合成酶	yatieyuanbulinhechengmei
牙挺	yating
牙脱落	yatuoluo
亚微克量	yaweikeliang
亚细胞病理学	yaxibaobinglixue
牙下沉	yaxiachen
牙线夹	yaxianjia
亚线粒体小泡	yaxianlitixiaopao
亚显微结构	yaxianweijiegou
亚硝基	yaxiaoji
亚硝基脲	yaxiaojiniao
亚硝基脲氮芥	yaxiaojiniaodanjie
亚硝基羟基丙氨酸	yaxiaojiqiangjibingansuan
牙小皮	yaxiaopi
亚硝酸钴胺素	yaxiaosuanguansu
亚硝酸还原酶	yaxiaosuanhuanyuanmei
牙型	yaxing
牙形石	yaxingshi
牙牙比例	yayabili
亚演替顶极	yayantidingji
亚叶酸	yayesuan
亚乙基	yayiji
牙医学	yayixue
牙龈按摩	yayinanmo
牙龈刀	yayindao
牙龈点彩	yayindiancai
牙因概念	yayingainian
牙隐裂	yayinlie
牙龈裂	yayinlie
牙龈囊肿	yayinnangzhong
牙龈乳头	yayinrutou
牙龈上皮	yayinshangpi
牙龈退缩	yayintuisuo
牙龈纤维瘤病	yayinxianweiliubing
牙龈形态学	yayinxingtaixue
牙龈增生	yayinzengsheng
亚油酸	yayousuan
亚原生质体	yayuanshengzhiti
牙源性钙化囊肿	yayuanxinggaihuanangzhong
牙源性钙化上皮瘤	yayuanxinggaihuashangpiliu
牙源性角化囊肿	yayuanxingjiaohuanangzhong
牙源性鳞状细胞瘤	yayuanxinglinzhuangxibaoliu
牙源性囊肿	yayuanxingnangzhong
牙源性粘液瘤	yayuanxingnianyeliu
牙源性上皮性肿瘤	yayuanxingshangpixingzhongliu
牙源性透明细胞瘤	yayuanxingtoumingxibaoliu
牙源性腺瘤样瘤	yayuanxingxianliuyangliu
牙源性纤维瘤	yayuanxingxianweiliu
牙源性纤维肉瘤	yayuanxingxianweirouliu
牙源性肿瘤	yayuanxingzhongliu
芽殖	yazhi
鸭跖草苷	yazhicaogan
牙支持	yazhichi
牙支持式	yazhichishi
牙质解	yazhijie
亚种群	yazhongqun
牙中线	yazhongxian
牙中牙	yazhongya
牙种植术	yazhongzhishu
亚中着丝粒染色体	yazhongzhuosiliranseti
牙周变性	yazhoubianxing
牙周病学	yazhoubingxue
牙周病指数	yazhoubingzhishu
牙周创伤	yazhouchuangshang
牙周锉	yazhoucuo
牙周袋	yazhoudai
牙周袋标记镊	yazhoudaibiaojinie
牙周袋探针	yazhoudaitanzhen
牙周翻瓣术	yazhoufanbanshu
亚洲古似鸟龙	yazhougusiniaolong
牙周记录表	yazhoujilubiao
牙周美学	yazhoumeixue
牙周膜	yazhoumo
牙周膜浸润麻醉	yazhoumojinrunmazui
牙周脓肿	yazhounongzhong
牙周韧带	yazhourendai
牙周塞治剂	yazhousaizhiji
牙周塞治术	yazhousaizhishu
牙周上皮剩余	yazhoushangpishengyu
牙周萎缩	yazhouweisuo
牙周协同破坏区	yazhouxietongpohuaiqu
牙周新附着	yazhouxinfuzhuo
牙周牙髓联合治疗	yazhouyasuilianhezhiliao
牙周再附着	yazhouzaifuzhuo
牙周指数	yazhouzhishu
牙周组织	yazhouzuzhi
牙周组织激惹区	yazhouzuzhijirequ
牙自动萌出	yazidongmengchu
芽子碱	yazijian
亚族	yazu
鸭嘴花定碱	yazuihuadingjian
鸭嘴花碱	yazuihuajian
鸭嘴花碱酮	yazuihuajiantong
鸭嘴花考林酮碱	yazuihuakaolintongjian
烟斑	yanban
咽壁瓣	yanbiban
眼柄	yanbing
岩部	yanbu
烟草胺	yancaoan
烟草花叶病毒	yancaohuayebingdu
咽成形术	yanchengxingshu
延迟缝合	yanchifenghe
延迟期	yanchiqi
延迟相	yanchixiang
延迟性脾破裂	yanchixingpipolie
延迟修复	yanchixiufu
延迟愈合	yanchiyuhe
眼齿指发育不良	yanchizhifayubuliang
眼虫糖	yanchongtang
眼虫藻	yanchongzao
眼单位	yandanwei
眼点	yandian
眼耳平面	yanerpingmian
眼房	yanfang
盐肤木	yanfumu
严格需氧菌	yangexuyangjun
严格厌氧菌	yangeyanyangjun
咽鼓管	yanguguan
咽鼓管炎	yanguguanyan
岩骨斜坡脑膜瘤	yanguxieponaomoliu
烟褐色	yanhese
咽后	yanhou
咽后壁瓣	yanhoubiban
眼后部	yanhoubu
延胡索碱	yanhusuojian
延胡索酸	yanhusuosuan
延胡索酸酶	yanhusuosuanmei
眼睑分裂痣	yanjianfenliezhi
眼睑皮肤松垂症	yanjianpifusongchuizheng
烟碱性口炎	yanjianxingkouyan
严紧型控制	yanjinxingkongzhi
眼静脉	yanjingmai
眼镜蛇毒蛋白	yanjingshedudanbai
眼镜蛇毒因子	yanjingsheduyinzi
眼距过宽	yanjuguokuan
眼距过窄	yanjuguozhai
烟卷式引流	yanjuanshiyinliu
眼科学	yankexue
延龄草苷配基	yanlingcaoganpeiji
延龄草皂苷配基	yanlingcaozaoganpeiji
眼轮匝肌紧缩术	yanlunzajijinsuoshu
眼轮匝肌悬吊术	yanlunzajixuandiaoshu
燕麦硫蛋白	yanmailiudanbai
燕麦脂硫蛋白	yanmaizhiliudanbai
阉猫	yanmao
咽门	yanmen
颜面增生	yanmianzengsheng
延脑	yannao
眼脑肾综合征	yannaoshenzonghezheng
眼内炎	yanneiyan
烟尿酸	yanniaosuan
咽旁间隙	yanpangjianxi
眼皮肤白化病	yanpifubaihuabing
盐皮质激素	yanpizhijisu
盐皮质类固醇	yanpizhileiguchun
盐皮质甾类	yanpizhizailei
延期植皮术	yanqizhipishu
咽腔过大	yanqiangguoda
岩芹酸	yanqinsuan
眼球内陷	yanqiuneixian
眼球突出	yanqiutuchu
烟曲霉	yanqumei
烟曲霉酸	yanqumeisuan
盐溶	yanrong
焰色痣	yansezhi
岩沙海葵毒素	yanshahaikuidusu
岩上窦	yanshangdou
眼烧伤	yanshaoshang
延伸卡环	yanshenkahuan
延伸因子	yanshenyinzi
衍生染色体	yanshengranseti
衍生特徵	yanshengtezheng
衍生物	yanshengwu
盐生植物	yanshengzhiwu
盐水浴	yanshuiyu
烟酸	yansuan
烟酸单核苷酸焦磷酸化酶	yansuandanhegansuanjiaolinsuanhuamei
烟酸磷酸核糖基转移酶	yansuanlinsuanhetangjizhuanyimei
盐酸硫胺素	yansuanliuansu
烟酸内盐	yansuanneiyan
盐酸普鲁卡因	yansuanpulukayin
盐酸烧伤	yansuanshaoshang
烟酸脱氢酶	yansuantuoqingmei
延髓	yansui
延髓出血	yansuichuxie
芫荽萜醇	yansuitiechun
演替	yanti
演替系列	yantixilie
演替系列组合	yantixiliezuhe
盐土沼泽	yantuzhaoze
眼窝狭窄	yanwoxiazhai
眼窝再造	yanwozaizao
烟雾病	yanwubing
烟雾吸入损伤	yanwuxirusunshang
盐析	yanxi
咽峡	yanxia
岩下窦	yanxiadou
咽下困难	yanxiakunnan
烟酰	yanxian
烟酰胺	yanxianan
烟酰胺的总称	yanxianandezongcheng
烟酰甘氨酸	yanxianganansuan
炎性肠疾病	yanxingchangjibing
炎性充血	yanxingchongxue
炎性根旁囊肿	yanxinggenpangnangzhong
炎性假瘤	yanxingjialiu
炎性水肿	yanxingshuizhong
炎性息肉	yanxingxirou
炎性线状疣状表皮痣	yanxingxianzhuangyouzhuangbiaopizhi
延续生命支持	yanxushengmingzhichi
眼炎	yanyan
厌氧过滤系统	yanyangguolvxitong
厌氧酵解	yanyangjiaojie
厌氧接触型消化器	yanyangjiechuxingxiaohuaqi
厌氧菌	yanyangjun
厌氧膜生物反应器	yanyangmoshengwufanyingqi
厌氧培养	yanyangpeiyang
厌氧培养室	yanyangpeiyangshi
厌氧生活	yanyangshenghuo
厌氧生物	yanyangshengwu
厌氧条件	yanyangtiaojian
厌氧微生物	yanyangweishengwu
厌氧细菌	yanyangxijun
厌氧消化器	yanyangxiaohuaqi
岩衣藻蛋白	yanyizaodanbai
言语功能测试	yanyugongnengceshi
言语治疗	yanyuzhiliao
眼源生长因子	yanyuanshengzhangyinzi
岩藻多糖	yanzaoduotang
岩藻黄醇	yanzaohuangchun
岩藻黄质	yanzaohuangzhi
岩藻糖	yanzaotang
岩藻糖胺	yanzaotangan
岩藻糖醇	yanzaotangchun
岩藻糖苷沉积症	yanzaotangganchenjizheng
岩藻糖苷酶	yanzaotangganmei
岩藻糖苷贮积病	yanzaotangganzhujibing
岩藻糖苷贮积症	yanzaotangganzhujizheng
岩藻糖基	yanzaotangji
岩藻糖基半乳糖	yanzaotangjibanrutang
岩藻糖基肌醇	yanzaotangjijichun
岩藻糖基壳二糖	yanzaotangjikeertang
岩藻糖基乳糖	yanzaotangjirutang
岩藻糖基乳糖醛酸	yanzaotangjirutangquansuan
岩藻糖基转移酶	yanzaotangjizhuanyimei
岩藻糖鞘糖脂	yanzaotangqiaotangzhi
岩藻糖神经节苷脂	yanzaotangshenjingjieganzhi
岩藻糖脂	yanzaotangzhi
岩藻戊糖	yanzaowutang
岩藻戊糖苷基	yanzaowutangganji
岩藻甾醇	yanzaozaichun
炎症致热素	yanzhengzhiresu
胭脂虫蜡醇	yanzhichonglachun
盐酯根	yanzhigen
胭脂酮酸	yanzhitongsuan
眼眦部瘢痕畸形	yanzibubanhenjixing
氧饱和	yangbaohe
养虫笼	yangchonglong
洋翠雀碱	yangcuiquejian
洋翠雀康宁	yangcuiquekangning
氧代	yangdai
氧代环己六醇	yangdaihuanjiliuchun
氧电极	yangdianji
羊痘	yangdou
氧分压	yangfenya
氧睾甾酮	yanggaozaitong
氧合	yanghe
氧合酶	yanghemei
氧合血红蛋白定量计	yanghexuehongdanbaidingliangji
氧合作用	yanghezuoyong
洋红霉素	yanghongmeisu
氧化氘	yanghuadao
氧化还原滴定	yanghuahuanyuandiding
氧化还原电位	yanghuahuanyuandianwei
氧化还原酶	yanghuahuanyuanmei
氧化还原树脂	yanghuahuanyuanshuzhi
氧化还原态	yanghuahuanyuantai
氧化还原系统	yanghuahuanyuanxitong
氧化角鲨烯环化酶	yanghuajiaoshaxihuanhuamei
氧化磷酸化	yanghualinsuanhua
氧化磷酸化体	yanghualinsuanhuati
氧化铝种植体	yanghualvzhongzhiti
氧化酶	yanghuamei
氧化体	yanghuati
氧化维生素	yanghuaweishengsu
氧化纤维素	yanghuaxianweisu
氧化锌丁香油酚	yanghuaxindingxiangyoufen
氧化状态	yanghuazhuangtai
氧化自由基	yanghuaziyouji
氧化作用	yanghuazuoyong
氧还脂质	yanghuanzhizhi
阳极异常	yangjiyichang
氧解离曲线	yangjieliquxian
痒觉	yangjue
氧类固醇	yangleiguchun
阳离子电泳	yanglizidianyong
阳离子交换	yanglizijiaohuan
阳离子交换树脂	yanglizijiaohuanshuzhi
阳离子酸	yanglizisuan
阳离子型去污剂	yanglizixingquwuji
杨柳科	yangliuke
恙螨叮咬	yangmandingyao
羊毛蜡	yangmaola
羊毛蜡酸	yangmaolasuan
羊毛软脂酸	yangmaoruanzhisuan
羊毛甾	yangmaozai
羊毛甾醇	yangmaozaichun
羊毛甾二烯	yangmaozaierxi
羊毛甾二烯醇	yangmaozaierxichun
羊毛甾烷	yangmaozaiwan
羊毛甾烯	yangmaozaixi
羊毛甾烯酮	yangmaozaixitong
羊毛脂	yangmaozhi
羊毛状发	yangmaozhuangfa
羊毛棕榈酸	yangmaozonglvsuan
杨梅黄酮	yangmeihuangtong
氧弥散系数	yangmisanxishu
羊膜	yangmo
羊膜带综合征	yangmodaizonghezheng
羊膜类	yangmolei
羊膜腔穿刺	yangmoqiangchuanci
羊膜细胞	yangmoxibao
羊膜早破畸形谱	yangmozaopojixingpu
氧嘌呤	yangpiaoling
氧七环糖	yangqihuantang
阳生植物	yangshengzhiwu
氧输送	yangshusong
羊水过少	yangshuiguoshao
羊水栓塞	yangshuishuanse
羊水细胞培养	yangshuixibaopeiyang
氧肟酸	yangwosuan
氧消耗	yangxiaohao
氧甾类	yangzailei
氧载体	yangzaiti
氧债	yangzhai
痒疹	yangzhen
仰趾内翻足	yangzhineifanzu
仰趾外翻足	yangzhiwaifanzu
氧自由基	yangziyouji
腰鞭毛虫	yaobianmaochong
遥测温度计	yaocewenduji
遥测心电图	yaocexindiantu
摇床培养	yaochuangpeiyang
咬唇症	yaochunzheng
腰大肌脓肿	yaodajinongzhong
腰大肌征	yaodajizheng
腰骶干	yaodigan
摇动法	yaodongfa
药氟荧光剂	yaofuyingguangji
药隔	yaoge
药根碱	yaogenjian
咬合纸	yaohezhi
咬肌良性肥大	yaojiliangxingfeida
咬肌皮肤韧带	yaojipifurendai
药剂学	yaojixue
咬颊症	yaojiazheng
腰交感神经	yaojiaoganshenjing
遥控操作器	yaokongcaozuoqi
药理学	yaolixue
腰前后径	yaoqianhoujing
腰疝	yaoshan
药鼠李苷	yaoshuligan
要素饮食	yaosuyinshi
药窝	yaowo
药物动力学	yaowudonglixue
药物美容	yaowumeirong
药物性假性淋巴瘤	yaowuxingjiaxinglinbaliu
药物遗传学	yaowuyichuanxue
药物依赖性	yaowuyilaixing
药物浴	yaowuyu
摇椅足	yaoyizu
腰椎骶化	yaozhuidihua
腰椎蛛网膜下腔	yaozhuizhuwangmoxiaqiang
叶本卟啉	yebenbulin
叶吡咯	yebiluo
叶蝙	yebian
叶卟吩	yebufen
叶卟啉	yebulin
液氮疗法	yedanliaofa
叶等	yedeng
液淀粉酶	yedianfenmei
野靛碱	yedianjian
液电碎石术	yediansuishishu
夜蛾科	yeeke
耶格综合征	yegezonghezheng
页蒿萜	yehaotie
页蒿萜醇	yehaotiechun
页蒿萜酮	yehaotietong
夜合花碱	yehehuajian
叶褐素	yehesu
叶褐体	yeheti
野黑樱苷	yeheiyinggan
叶痕	yehen
液化淀粉酶	yehuadianfenmei
液化性坏死	yehuaxinghuaisi
液化性脂膜炎	yehuaxingzhimoyan
夜活动	yehuodong
叶迹	yeji
叶激肽	yejitai
夜间遗尿症	yejianyiniaozheng
夜间阴茎勃起试验	yejianyinjingboqishiyan
液界面	yejiemian
腋挛缩	yeluansuo
叶绿醇	yelvchun
叶绿基	yelvji
叶绿醌	yelvkun
叶绿素酶	yelvsumei
叶绿素乙酯	yelvsuyizhi
叶绿体	yelvti
叶绿体被膜	yelvtibeimo
叶绿体基粒	yelvtijili
叶绿体基质	yelvtijizhi
叶绿体线	yelvtixian
野麦碱	yemaijian
腋毛移植	yemaoyizhi
液面监测器	yemianjianceqi
夜磨牙症	yemoyazheng
叶内型肺隔离症	yeneixingfeigelizheng
液泡	yepao
液泡化	yepaohua
液泡膜	yepaomo
液泡系	yepaoxi
液泡形成体	yepaoxingchengti
腋片	yepian
叶鞘	yeqiao
叶肉	yerou
叶色素	yesesu
野生动物保护	yeshengdongwubaohu
野生酵母	yeshengjiaomu
野生苗	yeshengmiao
野生生物	yeshengshengwu
野生型	yeshengxing
野生性	yeshengxing
野生型基因	yeshengxingjiyin
野生原种	yeshengyuanzhong
野生植物	yeshengzhiwu
野生种	yeshengzhong
叶曙红素	yeshuhongsu
叶酸类似物	yesuanleisiwu
叶酸盐酯根	yesuanyanzhigen
液态硅橡胶	yetaiguixiangjiao
液体丢失	yetidiushi
液体接界电势	yetijiejiedianshi
液体矿脂	yetikuangzhi
液体密度计	yetimiduji
液体闪烁	yetishanshuo
液体闪烁计数器	yetishanshuojishuqi
液体石蜡	yetishila
液体转移	yetizhuanyi
叶突	yetu
叶蛙激肽	yewajitai
叶外型肺隔离症	yewaixingfeigelizheng
叶窝	yewo
腋窝臭	yewochou
叶酰单谷氨酸	yexiandanguansuan
叶镶嵌	yexiangqian
叶性肺气肿	yexingfeiqizhong
夜用护板	yeyonghuban
也有非极性基	yeyoufeijixingji
叶原基	yeyuanji
野战外科学	yezhanwaikexue
腋杖	yezhang
叶枕	yezhen
叶诊断	yezhenduan
液质	yezhi
叶轴	yezhou
叶状乳头炎	yezhuangrutouyan
叶状枝	yezhuangzhi
叶足	yezu
叶座	yezuo
抑癌蛋白	yiaidanbai
抑癌基因	yiaijiyin
乙胺氨基葡糖	yiananjiputang
一氨基二羧酸	yianjiersuosuan
抑氨肽酶	yiantaimei
异半乳糖系列	yibanrutangxilie
异贝壳杉烯酸	yibeikeshanxisuan
一倍体	yibeiti
异倍体	yibeiti
异倍体细胞系	yibeitixibaoxi
异倍性	yibeixing
伊比利亚鸟	yibiliyaniao
异别孕甾二醇	yibieyunzaierchun
异丙醇	yibingchun
异丙基	yibingji
异丙基环己烯酮	yibingjihuanjixitong
异丙基甲苯	yibingjijiaben
疑病症	yibingzheng
乙叉	yicha
异常重组	yichangchongzu
异常蛋白血症紫癜	yichangdanbaixuezhengzidian
异常发育	yichangfayu
异常分化	yichangfenhua
异常结构	yichangjiegou
异常生长	yichangshengzhang
异常血红蛋白	yichangxuehongdanbai
义齿边缘	yichibianyuan
义齿承托区	yichichengtuoqu
义齿基托美学	yichijituomeixue
义齿美学	yichimeixue
义齿粘附剂	yichinianfuji
义齿热处理	yichirechuli
义齿填塞	yichitiansai
义齿吸附作用	yichixifuzuoyong
义齿型盒	yichixinghe
义齿性口腔痛	yichixingkouqiangtong
义齿性口炎	yichixingkouyan
遗传背景	yichuanbeijing
遗传变量	yichuanbianliang
遗传表达	yichuanbiaoda
遗传标记	yichuanbiaoji
遗传病筛查	yichuanbingshaicha
遗传重组	yichuanchongzu
遗传度	yichuandu
遗传负荷	yichuanfuhe
遗传复合体	yichuanfuheti
遗传工程	yichuangongcheng
遗传公式	yichuangongshi
遗传过敏性皮炎	yichuanguominxingpiyan
一串红花葵苷	yichuanhonghuakuigan
遗传环	yichuanhuan
遗传疾病	yichuanjibing
遗传进展	yichuanjinzhan
遗传距离	yichuanjuli
遗传流行病学	yichuanliuxingbingxue
遗传率	yichuanlv
遗传密码	yichuanmima
遗传漂变	yichuanpiaobian
遗传品系	yichuanpinxi
遗传平衡	yichuanpingheng
遗传群体	yichuanqunti
遗传特性	yichuantexing
遗传同化	yichuantonghua
遗传图	yichuantu
遗传图谱	yichuantupu
遗传系统	yichuanxitong
遗传信息	yichuanxinxi
遗传型	yichuanxing
遗传性变异	yichuanxingbianyi
遗传性残毁性角化病	yichuanxingcanhuixingjiaohuabing
遗传性代谢缺陷	yichuanxingdaixiequexian
遗传性淀粉样变性	yichuanxingdianfenyangbianxing
遗传性粪卟啉病	yichuanxingfenbulinbing
遗传性共济失调	yichuanxinggongjishitiao
遗传性果糖不耐受症	yichuanxingguotangbunaishouzheng
遗传性黄嘌呤尿症	yichuanxinghuangpiaolingniaozheng
遗传性局限性瘙痒症	yichuanxingjuxianxingsaoyangzheng
遗传性淋巴水肿	yichuanxinglinbashuizhong
遗传性乳光牙本质	yichuanxingruguangyabenzhi
遗传性血管性水肿	yichuanxingxueguanxingshuizhong
遗传性易位	yichuanxingyiwei
遗传性釉质发育异常	yichuanxingyouzhifayuyichang
遗传性障碍	yichuanxingzhangai
遗传性掌跖角化病	yichuanxingzhangzhijiaohuabing
遗传学	yichuanxue
遗传异常	yichuanyichang
遗传易患性	yichuanyihuanxing
遗传异质性	yichuanyizhixing
遗传印记	yichuanyinji
遗传杂交	yichuanzajiao
遗传致死	yichuanzhisi
遗传咨询	yichuanzixun
乙醇胺	yichunan
乙醇胺磷酸转移酶	yichunanlinsuanzhuanyimei
乙醇发酵	yichunfajiao
乙醇酸	yichunsuan
乙醇脱氢酶	yichuntuoqingmei
已雌酚	yicifen
抑促滤泡素	yiculvpaosu
异促效应	yicuxiaoying
胰蛋白胨	yidanbaidong
胰蛋白酶	yidanbaimei
抑蛋白酶醛肽	yidanbaimeiquantai
胰蛋白酶消化	yidanbaimeixiaohua
胰蛋白酶原	yidanbaimeiyuan
胰岛	yidao
胰岛分离	yidaofenli
胰岛培养	yidaopeiyang
胰岛素瘤	yidaosuliu
胰岛素样生长因子	yidaosuyangshengzhangyinzi
胰岛素原	yidaosuyuan
胰岛细胞瘤	yidaoxibaoliu
胰岛细胞移植	yidaoxibaoyizhi
胰岛移植	yidaoyizhi
异等位基因	yidengweijiyin
乙菧酚	yidifen
乙底酚	yidifen
乙底酸	yidisuan
翼点	yidian
胰淀粉酶	yidianfenmei
翼点入路	yidianrulu
异丁醇	yidingchun
异丁酸	yidingsuan
异丁烯酸盐	yidingxisuanyan
异丁烯酰基	yidingxixianji
移动界面分析	yidongjiemianfenxi
移动界面离心	yidongjiemianlixin
移动区带离心	yidongqudailixin
移动性盲肠	yidongxingmangchang
移动抑制因子	yidongyizhiyinzi
伊短菌素	yiduanjunsu
胰多肽	yiduotai
翼萼	yie
翼腭管注射法	yieguanzhushefa
翼腭窝综合征	yiewozonghezheng
乙二胺四乙酸	yieransiyisuan
乙二醛	yierquan
已二烯二酸	yierxiersuan
已二烯酸	yierxisuan
异反	yifan
异氟醚	yifumi
依钙结合蛋白	yigaijiehedanbai
异苷类	yiganlei
胰高血糖素	yigaoxuetangsu
胰高血糖素样肽	yigaoxuetangsuyangtai
异咯嗪	yigeqin
异构化	yigouhua
异构酶	yigoumei
异构体	yigouti
异谷树碱	yigushujian
异固缩	yigusuo
胰管	yiguan
胰管结扎式胰腺移植	yiguanjiezashiyixianyizhi
胰管填塞式胰腺移植	yiguantiansaishiyixianyizhi
移行细胞	yihangxibao
移行细胞癌	yihangxibaoai
移行性掌跖角化病	yihangxingzhangzhijiaohuabing
义颌	yihe
异核体	yiheti
异核细胞	yihexibao
缢痕	yihen
伊红	yihong
异红细胞三糖	yihongxibaosantang
异红细胞五糖	yihongxibaowutang
异红细胞系列	yihongxibaoxilie
异胡椒碱	yihujiaojian
异化分裂	yihuafenlie
易化技术	yihuajishu
易化扩散	yihuakuosan
异化作用	yihuazuoyong
易患基因	yihuanjiyin
易患性	yihuanxing
乙基	yiji
乙基胆碱	yijidanjian
一级反应	yijifanying
一级结构	yijijiegou
一级亲属	yijiqinshu
异己醛	yijiquan
胰激肽	yijitai
胰激肽释放酶	yijitaishifangmei
一级堂表亲	yijitangbiaoqin
异极性	yijixing
乙基乙醇酸薄荷酯	yijiyichunsuanbohezhi
异基因反应	yijiyinfanying
异基因骨髓移植	yijiyingusuiyizhi
异基因移植	yijiyinyizhi
异基因移植物	yijiyinyizhiwu
翼镜	yijing
乙腈丙酮	yijingbingtong
抑菌	yijun
抑菌剂	yijunji
异抗坏血酸	yikanghuaixuesuan
衣康酸	yikangsuan
衣壳蛋白	yikedanbai
衣壳化	yikehua
胰空肠吻合术	yikongchangwenheshu
依赖抗体的吞噬作用	yilaikangtidetunshizuoyong
依赖抗体的细胞毒性	yilaikangtidexibaoduxing
依赖密度的生长抑制	yilaimidudeshengzhangyizhi
依赖贴壁细胞	yilaitiebixibao
依赖性抗原	yilaixingkangyuan
伊莱亚森卡环	yilaiyasenkahuan
疫痢	yili
异亮氨酸	yiliangansuan
异亮氨酰基	yilianganxianji
医疗处理	yiliaochuli
医疗分类	yiliaofenlei
医疗体操	yiliaoticao
医疗性行走	yiliaoxingxingzou
医疗艺术	yiliaoyishu
一磷酸多萜醇	yilinsuanduotiechun
乙硫醇	yiliuchun
异硫氰酸荧光素	yiliuqingsuanyingguangsu
胰瘘	yilou
异卵双生	yiluanshuangsheng
移码	yima
移码校正基因	yimajiaozhengjiyin
移码突变	yimatubian
移码抑制基因	yimayizhijiyin
异脉	yimai
异麦芽庚糖	yimaiyagengtang
异麦芽三糖	yimaiyasantang
异麦芽三糖酸	yimaiyasantangsuan
异麦芽四糖	yimaiyasitang
异麦芽糖	yimaiyatang
异麦芽辛糖	yimaiyaxintang
胰酶	yimei
胰酶解胨	yimeijiedong
胰酶解酪蛋白	yimeijielaodanbai
衣霉素	yimeisu
衣霉糖	yimeitang
胰酶制剂	yimeizhiji
胰泌素	yimisu
疫苗接种	yimiaojiezhong
益母草碱	yimucaojian
翼内肌	yineiji
乙内酰苯硫脲	yineixianbenliuniao
乙内酰脲丙酸	yineixianniaobingsuan
异鸟嘌呤	yiniaopiaoling
胰凝乳蛋白酶	yiningrudanbaimei
异欧鼠李碱	yioushulijian
异配生殖	yipeishengzhi
一期缝合	yiqifenghe
一期梅毒	yiqimeidu
一期小肠移植	yiqixiaochangyizhi
一期修复	yiqixiufu
一期延迟缝合	yiqiyanchifenghe
一期愈合	yiqiyuhe
异千金藤碱	yiqianjintengjian
一羟基棕榈酸	yiqiangjizonglvsuan
异氢恶唑酮	yiqingezuotong
乙醛酸	yiquansuan
乙醛酸循环	yiquansuanxunhuan
乙醛酸循环体	yiquansuanxunhuanti
乙炔雌二醇三甲醚	yiquecierchunsanjiami
乙炔雌甾二醇	yiquecizaierchun
异炔诺酮	yiquenuotong
异染粒	yiranli
异染脑白质病变	yirannaobaizhibingbian
异染色体	yiranseti
异染色质	yiransezhi
异染性	yiranxing
异染性染料	yiranxingranliao
已溶血液	yirongxueye
异乳糖	yirutang
衣散酸	yisansuan
以色列放线菌	yiseliefangxianjun
异色性皮肌炎	yisexingpijiyan
翼上颌裂点	yishangheliedian
翼上颌延伸种植体	yishangheyanshenzhongzhiti
胰肾联合移植	yishenlianheyizhi
胰石	yishi
蚁狮	yishi
椅式	yishi
胰十二指肠静脉	yishierzhichangjingmai
胰十二指肠切除术	yishierzhichangqiechushu
胰十二指肠移植	yishierzhichangyizhi
异时性	yishixing
异视紫红质	yishizihongzhi
异鼠李黄酮葡糖苷	yishulihuangtongputanggan
异鼠李糖	yishulitang
艺术疗法	yishuliaofa
抑素	yisu
蚁酸	yisuan
乙酸	yisuan
乙酸铵	yisuanan
乙酸醋杆菌	yisuancuganjun
乙酸醋酸	yisuancusuan
乙酸酐	yisuangan
乙酸基	yisuanji
乙酸纤维素	yisuanxianweisu
乙酸盐	yisuanyan
乙酸酯	yisuanzhi
异锁链赖氨素	yisuolianlaiansu
异肽键	yitaijian
胰肽酶	yitaimei
已糖	yitang
已糖胺	yitangan
已糖磷酸	yitanglinsuan
异特龙	yitelong
异体反应	yitifanying
依替卡因	yitikayin
异体识别	yitishibie
异头物	yitouwu
伊娃系列	yiwaxilie
翼外肌	yiwaiji
乙烷磺酸	yiwanhuangsuan
异位	yiwei
易位	yiwei
异位肝移植	yiweiganyizhi
抑胃激素	yiweijisu
移位酶	yiweimei
异位皮脂腺	yiweipizhixian
异位妊娠	yiweirenshen
抑胃肽	yiweitai
异位唾液腺	yiweituoyexian
异位涎腺	yiweixianxian
异位小肠移植	yiweixiaochangyizhi
异位心脏移植	yiweixinzangyizhi
易位牙	yiweiya
异位胰腺移植	yiweiyixianyizhi
异位移植	yiweiyizhi
异位移植物	yiweiyizhiwu
易位子	yiweizi
伊文思公式	yiwensigongshi
异戊巴比妥	yiwubabituo
异戊二烯	yiwuerxi
异物巨细胞	yiwujuxibao
