爱之蔓	aizhiman
溅水鱼	jianshuiyu
剪夏罗	jianxialuo
间歇灭菌	jianxiemiejun
碱性砂	jianxingsha
见血清	jianxueqing
尖叶杜英	jianyeduying
剑叶耳草	jianyeercao
尖叶叶底红	jianyeyedihong
尖嘴鼠	jianzuishu
浆果	jiangguo
姜花	jianghua
将军珍珠	jiangjunzhenzhu
鳉科	jiangke
江南杜鹃	jiangnandujuan
江南卷柏	jiangnanjuanbai
江南桤木	jiangnanqimu
江南竹	jiangnanzhu
姜棕	jiangzong
椒草	jiaocao
交叉免疫	jiaochamianyi
胶东卫矛	jiaodongweimao
绞股蓝	jiaogulan
角蒿	jiaohao
交合刺	jiaoheci
角茴香	jiaohuixiang
交剪草	jiaojiancao
焦磷酸酶	jiaolinsuanmei
交配型	jiaopeixing
交让木	jiaorangmu
蕉芋	jiaoyu
角转头	jiaozhuantou
桔梗	jiegeng
接骨草	jiegucao
接骨木	jiegumu
节间膜	jiejianmo
节节草	jiejiecao
解链温度	jielianwendu
解偶联剂	jieoulianji
解剖显微镜	jiepouxianweijing
杰瑞网鼠	jieruiwangshu
结香	jiexiang
杰以宝石	jieyibaoshi
金斑老虎	jinbanlaohu
金苞花	jinbaohua
金边金点	jinbianjindian
金边龙舌兰	jinbianlongshelan
金边露蔸	jinbianludou
堇菜	jincai
荩草	jincao
金蟾蜍	jinchanchu
金翅珍珠鼠	jinchizhenzhushu
金达尼坦克	jindanitanke
锦带花	jindaihua
金点米粒	jindianmili
金点琵琶	jindianpipa
金点鼠	jindianshu
金点天使	jindiantianshi
金点雪球	jindianxueqiu
金点钻异型	jindianzuanyixing
金凤花	jinfenghua
金柑	jingan
筋骨草	jingucao
金光菊	jinguangju
金桂	jingui
金果榄	jinguolan
金河虎	jinhehu
金合欢	jinhehuan
金琥	jinhu
金花豹鼠	jinhuabaoshu
金灰鼠	jinhuishu
锦鸡儿	jinjier
金鸡脚	jinjijiao
金鸡菊	jinjiju
金吉小剑尾	jinjixiaojianwei
金甲豆	jinjiadou
金锦香	jinjinxiang
进口许可证	jinkouxukezheng
锦葵	jinkui
金老梅	jinlaomei
金莲花	jinlianhua
金铃花	jinlinghua
金缕梅	jinlvmei
金脉爵床	jinmaijuechuang
金平克	jinpingke
金钱草	jinqiancao
金钱钝叶草	jinqiandunyecao
金钱榕	jinqianrong
金钱松	jinqiansong
金雀锦鸡儿	jinquejinjier
金鳃达摩	jinsaidamo
金色狗尾草	jinsegouweicao
金莎达摩	jinshadamo
金山葵	jinshankui
金丝梅	jinsimei
金丝桃	jinsitao
金松	jinsong
金挖耳	jinwaer
金线草	jinxiancao
金线吊乌龟	jinxiandiaowugui
金线飞狐	jinxianfeihu
金线黑斑马	jinxianheibanma
金线黑灯	jinxianheideng
金线皇冠豹	jinxianhuangguanbao
金线老虎	jinxianlaohu
金线马可仕	jinxianmakeshi
金星蕨	jinxingjue
金星坦克	jinxingtanke
金眼大胡子	jinyandahuzi
堇叶山梅花	jinyeshanmeihua
金衣蝴蝶	jinyihudie
金银花	jinyinhua
金银忍冬	jinyinrendong
金鱼草	jinyucao
金玉兰	jinyulan
金鱼藻	jinyuzao
金枣	jinzao
金盏花	jinzhanhua
金盏菊	jinzhanju
金盏银盘	jinzhanyinpan
金珍珠大胡子	jinzhenzhudahuzi
金珍珠鼠	jinzhenzhushu
金钟连翘	jinzhonglianqiao
金州锦鸡儿	jinzhoujinjier
金州绣线菊	jinzhouxiuxianju
金爪儿	jinzhuaer
京大戟	jingdaji
茎节	jingjie
荆芥	jingjie
旌节花	jingjiehua
茎类	jinglei
茎类草	jingleicao
精灵灯	jinglingdeng
荆三棱	jingsanleng
景天	jingtian
景天三七	jingtiansanqi
荆条	jingtiao
静止角	jingzhijiao
京竹	jingzhu
精子器	jingziqi
韭菜花	jiucaihua
九重葛	jiuchongge
九间跳鲈	jiujiantiaolu
九节龙	jiujielong
九里香	jiulixiang
九龙盘	jiulongpan
酒瓶椰子	jiupingyezi
九头狮子草	jiutoushizicao
巨柏	jubai
橘边珍珠	jubianzhenzhu
橘翅黑豹坦克	juchiheibaotanke
橘翅美洲豹	juchimeizhoubao
橘翅雪球	juchixueqiu
橘帆黑骑士	jufanheiqishi
橘帆老虎	jufanlaohu
菊蒿	juhao
聚合草	juhecao
聚花草	juhuacao
聚花风铃草	juhuafenglingcao
菊苣	juju
聚伞花序	jusanhuaxu
橘纹大胡子	juwendahuzi
巨无霸鼠	juwubashu
巨型蓝钻达摩	juxinglanzuandamo
矩形叶鼠刺	juxingyeshuci
菊叶三七	juyesanqi
菊芋	juyu
巨紫堇	juzijin
卷柏	juanbai
卷边柳	juanbianliu
卷丹	juandan
卷耳	juaner
卷茎蓼	juanjingliao
卷毛婆婆纳	juanmaopopona
爵床	juechuang
决明	jueming
菌根	jungen
均聚体	junjuti
菌幕	junmu
君迁子	junqianzi
菌丝束	junsishu
菌髓	junsui
菌瘿	junying
菌褶	junzhe
筠竹	junzhu
君子花	junzihua
君子兰	junzilan
卡拜得鳉	kabaidejiang
咖啡老鼠斑	kafeilaoshuban
咖啡虬髯客	kafeiqiuranke
卡卡欧大胡子	kakaoudahuzi
卡拉巴凤凰	kalabafenghuang
卡莱鼠	kalaishu
卡美塔大胡子	kameitadahuzi
卡伊铁云豹	kayitieyunbao
开放缸	kaifanggang
开口箭	kaikoujian
凯氏带	kaishidai
看麦娘	kanmainiang
抗代谢物	kangdaixiewu
康帝斯鼠	kangdisishu
抗球蛋白	kangqiudanbai
抗体效价	kangtixiaojia
科琪娜斗鱼	keqinadouyu
可湿性粉剂	keshixingfenji
柯塔斯鼠	ketasishu
克提欧灯	ketioudeng
壳微粒	keweili
孔雀草	kongquecao
孔雀龙	kongquelong
口孵鱼	koufuyu
叩叩鱼	koukouyu
苦草	kucao
苦苣苔	kujutai
苦楝	kulian
苦楝子	kulianzi
苦马豆	kumadou
苦荬菜	kumaicai
苦木	kumu
苦木科	kumuke
苦参	kushen
苦杏仁	kuxingren
库页悬钩子	kuyexuangouzi
苦蘵	kuzhi
苦竹	kuzhu
块根糙苏	kuaigencaosu
宽带金老虎	kuandaijinlaohu
宽带老虎	kuandailaohu
宽金带蝴蝶	kuanjindaihudie
宽尾金老虎	kuanweijinlaohu
宽叶杜香	kuanyeduxiang
昆明山海棠	kunmingshanhaitang
扩散桶	kuosantong
阔叶猕猴桃	kuoyemihoutao
阔叶箬竹	kuoyeruozhu
阔叶十大功劳	kuoyeshidagonglao
蜡瓣花	labanhua
腊肠树	lachangshu
拉哥斯凤凰	lagesifenghuang
蜡管	laguan
腊菊	laju
蜡菊	laju
腊梅	lamei
蜡梅	lamei
蜡梅科	lameike
辣子草	lazicao
莱服	laifu
莱姆灯	laimudeng
蓝鼻满天星	lanbimantianxing
蓝伯豹鼠	lanbobaoshu
蓝彩鳉	lancaijiang
蓝翅斑点	lanchibandian
蓝翅蛇王	lanchishewang
蓝灯眼鳉	landengyanjiang
蓝帝提灯	landitideng
蓝靛果忍冬	landianguorendong
蓝肚凤凰	landufenghuang
兰花参	lanhuacan
蓝花蕉	lanhuajiao
蓝花楹	lanhuaying
兰花楹	lanhuaying
蓝花子	lanhuazi
蓝剑莎	lanjiansha
蓝老虎	lanlaohu
蓝色梦幻鳉	lansemenghuanjiang
蓝色鸟头鳉	lanseniaotoujiang
蓝色喷点豹	lansependianbao
蓝体白珍珠	lantibaizhenzhu
蓝纹骑士	lanwenqishi
蓝纹鼠	lanwenshu
蓝线银河虎	lanxianyinhehu
兰香草	lanxiangcao
蓝星白珍珠	lanxingbaizhenzhu
蓝星大胡子	lanxingdahuzi
蓝星小丑豹	lanxingxiaochoubao
蓝袖	lanxiu
蓝雪花	lanxuehua
蓝眼贝	lanyanbei
蓝眼大胡子	lanyandahuzi
蓝眼鳉	lanyanjiang
蓝眼满天星	lanyanmantianxing
蓝眼紫罗兰	lanyanziluolan
蓝银河星钻	lanyinhexingzuan
蓝月光鳉	lanyueguangjiang
蓝猪耳	lanzhuer
蓝钻达摩	lanzuandamo
狼把草	langbacao
狼尾草	langweicao
狼牙委陵菜	langyaweilingcai
廊茵	langyin
榔榆	langyu
老鹳草	laoguancao
老虎美洲豹	laohumeizhoubao
劳斯黄鳍天使	laosihuangqitianshi
老鸦瓣	laoyaban
老鸦柿	laoyashi
勒杜鹃	ledujuan
了哥王	legewang
蕾芬	leifen
雷公藤	leigongteng
雷诺鼠	leinuoshu
雷竹	leizhu
肋柱花	leizhuhua
冷蕨	lengjue
冷杉	lengshan
冷水花	lengshuihua
棱子芹	lengziqin
鳢肠	lichang
丽春花	lichunhua
栗花灯心草	lihuadengxincao
栗寄生	lijisheng
利剑水族	lijianshuizu
丽江独活	lijiangduhuo
立克白坦克	likebaitanke
立可白坦克	likebaitanke
笠螺	liluo
离体活体染色	litihuotiranse
篱天剑	litianjian
狸头竹	litouzhu
丽维达斗鱼	liweidadouyu
莉亚大胡子	liyadahuzi
荔枝草	lizhicao
链黑霉素	lianheimeisu
楝科	lianke
链霉蛋白酶	lianmeidanbaimei
连翘	lianqiao
连续变异	lianxubianyi
莲座蓟	lianzuoji
凉粉草	liangfencao
两栖蓼	liangqiliao
两色鳞毛蕨	liangselinmaojue
两色乌头	liangsewutou
亮叶冬青	liangyedongqing
辽东丁香	liaodongdingxiang
辽藁本	liaogaoben
蓼蓝	liaolan
蓼子草	liaozicao
列当	liedang
裂果	lieguo
烈性噬菌体	liexingshijunti
裂叶榆	lieyeyu
裂殖生殖	liezhishengzhi
鳞茎	linjing
林开凤凰	linkaifenghuang
林问荆	linwenjing
鳞叶	linye
磷酯酶	linzhimei
零点突变	lingdiantubian
菱科	lingke
铃兰	linglan
柃木	lingmu
凌霄	lingxiao
凌霄花	lingxiaohua
流产转导	liuchanzhuandao
六出花	liuchuhua
柳穿鱼	liuchuanyu
流胶	liujiao
柳兰	liulan
留兰香	liulanxiang
榴梿	liulian
瘤毛獐牙菜	liumaozhangyacai
柳杉	liushan
柳树	liushu
流苏树	liusushu
柳叶白前	liuyebaiqian
柳叶菜	liuyecai
柳叶鬼针草	liuyeguizhencao
柳叶牛膝	liuyeniuxi
柳叶桃	liuyetao
瘤状	liuzhuang
龙柏	longbai
龙常草	longchangcao
龙船花	longchuanhua
龙胆	longdan
龙蒿	longhao
龙江风毛菊	longjiangfengmaoju
龙葵	longkui
龙面花	longmianhua
龙舌草	longshecao
龙舌兰	longshelan
龙纹剑尾	longwenjianwei
龙须菜	longxucai
龙须藤	longxuteng
龙芽草	longyacao
龙牙草	longyacao
龙爪柳	longzhualiu
龙钻	longzuan
耧斗菜	loudoucai
楼梯草	louticao
鹿葱	lucong
卤地菊	ludiju
陆地棉	ludimian
鹿藿	luhuo
鹿角矮珍珠	lujiaoaizhenzhu
鹿角苔	lujiaotai
鹿角铁皇冠	lujiaotiehuangguan
鲁林吉	lulinji
路普努尼	lupununi
鹿茸草	lurongcao
庐山香科科	lushanxiangkeke
露水草	lushuicao
芦笋	lusun
鹿蹄草	luticao
卢提兰斯斗鱼	lutilansidouyu
芦苇	luwei
鹿药	luyao
卵黄磷蛋白	luanhuanglindanbai
卵孔	luankong
卵块发育	luankuaifayu
卵磷酯	luanlinzhi
卵叶水芹	luanyeshuiqin
卵质	luanzhi
轮锋菊	lunfengju
轮伞五加	lunsanwujia
轮生叶序	lunshengyexu
轮叶八宝	lunyebabao
轮叶马先蒿	lunyemaxianhao
轮叶沙参	lunyeshashen
罗贝利	luobeili
罗伯斯鼠	luobosishu
罗布麻	luobuma
落地生根	luodishenggen
罗杜尼亚	luoduniya
罗浮柿	luofushi
落花生	luohuasheng
洛克尼奇	luokeniqi
落葵	luokui
罗兰黑线灯	luolanheixiandeng
洛洛非凤凰	luoluofeifenghuang
萝藦科	luomoke
罗伞	luosan
罗伞树	luosanshu
落新妇	luoxinfu
洛阳花	luoyanghua
落叶松	luoyesong
落羽松	luoyusong
裸柱菊	luozhuju
葎草	lvcao
绿蟾蜍	lvchanchu
绿豆芽	lvdouya
滤可达	lvkeda
绿莲灯	lvliandeng
绿梅	lvmei
绿面具鼠	lvmianjushu
绿皮斑点豹	lvpibandianbao
绿皮短铅笔	lvpiduanqianbi
绿皮番瓜	lvpifangua
绿皮皇冠豹	lvpihuangguanbao
绿苹果	lvpingguo
旅人蕉	lvrenjiao
绿色黄珍珠	lvsehuangzhenzhu
绿蛇纹坦克	lvshewentanke
氯酸钙	lvsuangai
驴蹄草	lvticao
绿头坦克	lvtoutanke
绿温蒂	lvwendi
绿影鼠	lvyingshu
绿藻球	lvzaoqiu
马鞍鼠	maanshu
马鞭草	mabiancao
马鞭草科	mabiancaoke
马勃	mabo
马草	macao
马齿苋	machixian
马兜铃	madouling
马兜铃科	madoulingke
玛格莉娜蛇纹	magelinashewen
麻花老虎	mahualaohu
麻黄科	mahuangke
马卡帕蛇神	makapasheshen
马克吐司	maketusi
玛拉巴大胡子	malabadahuzi
马拉巴坦克	malabatanke
玛拉荷大胡子	malahedahuzi
玛拉鲁尼精灵	malalunijingling
马拉提河	malatihe
马拉威湖	malaweihu
马利筋	malijin
麻楝	malian
马蓼	maliao
马蔺	malin
马铃薯	malingshu
马络葵	maluokui
玛瑙石榴	manaoshiliu
马尼拉草皮	manilacaopi
马赛克老虎	masaikelaohu
马氏管	mashiguan
马唐	matang
马蹄金	matijin
马蹄莲	matilian
马蹄纹天竺葵	matiwentianzhukui
马铜铃	matongling
马尾连	maweilian
马尾松	maweisong
麻叶绣线菊	mayexiuxianju
蚂蚁灯	mayideng
马银花	mayinhua
马缨丹	mayingdan
蚂蚱腿子	mazhatuizi
马占相思	mazhanxiangsi
麻子灯	mazideng
马醉木	mazuimu
脉冲标记	maichongbiaoji
麦冬	maidong
麦杆菊	maiganju
脉结	maijie
麦李	maili
买麻藤	maimateng
麦瓶草	maipingcao
麦仙翁	maixianweng
蔓长春花	manchangchunhua
蔓赤车	manchiche
蔓胡颓子	manhutuizi
蔓荆	manjing
满树星	manshuxing
满天星大胡子	mantianxingdahuzi
满天星达摩	mantianxingdamo
满天星坦克	mantianxingtanke
曼陀罗	mantuoluo
蔓乌头	manwutou
盲眼皇冠琵笆	mangyanhuangguanpiba
毛八角枫	maobajiaofeng
毛白杨	maobaiyang
茅菜	maocai
毛草龙	maocaolong
毛刺槐	maocihuai
毛地黄	maodihuang
毛丁香	maodingxiang
毛冬青	maodongqing
猫儿刺	maoerci
猫儿屎	maoershi
茅膏菜	maogaocai
毛茛	maogen
毛果巴豆	maoguobadou
毛果苦木	maoguokumu
毛果绣线菊	maoguoxiuxianju
毛果珍珠茅	maoguozhenzhumao
毛黄栌	maohuanglu
毛接骨木	maojiegumu
茅栗	maoli
毛连菜	maoliancai
毛脉柳叶菜	maomailiuyecai
毛脉酸模	maomaisuanmo
毛曼陀罗	maomantuoluo
茅莓	maomei
茅莓悬钩子	maomeixuangouzi
毛泡桐	maopaotong
毛前胡	maoqianhu
毛蕊花	maoruihua
毛山荆子	maoshanjingzi
猫尾木	maoweimu
茅香	maoxiang
猫眼草	maoyancao
毛叶石楠	maoyeshinan
毛樱桃	maoyingtao
毛毡草	maozhancao
猫爪草	maozhaocao
茅针	maozhen
毛枝卷柏	maozhijuanbai
毛轴莎草	maozhousuocao
茅竹	maozhu
毛竹	maozhu
眉豆	meidou
玫瑰茄	meiguiqie
美国山核桃	meiguoshanhetao
美国矽砂	meiguoxisha
美国香瓜	meiguoxianggua
梅花草	meihuacao
美脉藁本	meimaigaoben
美女樱	meinvying
美人蕉	meirenjiao
美蕊花	meiruihua
梅塔老鼠斑	meitalaoshuban
梅塔美洲豹	meitameizhoubao
煤炱	meitai
莓叶委陵菜	meiyeweilingcai
蒙古马兰	menggumalan
梦幻熊猫	menghuanxiongmao
梦丝琴尾鳉	mengsiqinweijiang
蒙自草胡椒	mengzicaohujiao
蒙自水芹	mengzishuiqin
迷彩豹	micaibao
米豆美洲豹	midoumeizhoubao
蜜柑草	migancao
迷宫坦克	migongtanke
蜜果	miguo
弥猴桃	mihoutao
猕猴桃科	mihoutaoke
密花山矾	mihuashanfan
密花树	mihuashu
迷幻花班豹	mihuanhuabanbao
米口袋	mikoudai
密洛肯鼠	miluokenshu
密脉鹅掌柴	mimaiezhangchai
迷你矮	miniai
迷你矮珍珠	miniaizhenzhu
迷你豹	minibao
迷你牛毛毡	mininiumaozhan
迷你榕	minirong
迷你鼠	minishu
米润斯天使	mirunsitianshi
密纹鼠	miwenshu
面包树	mianbaoshu
绵萆薢	mianbixie
免疫扩散	mianyikuosan
免疫母细胞	mianyimuxibao
免疫耐受性	mianyinaishouxing
免疫吸附剂	mianyixifuji
免疫遗传学	mianyiyichuanxue
绵枣儿	mianzaoer
明党参	mingdangshen
摩德鳉	modejiang
膜蕨囊瓣芹	mojuenangbanqin
魔神坦克	moshentanke
模式标本	moshibiaoben
莫氏榄仁	moshilanren
莫丝墙	mosiqiang
魔芋	moyu
木半夏	mubanxia
木笔	mubi
母草	mucao
木防己	mufangji
木芙蓉	mufurong
牡桂	mugui
牡蒿	muhao
木荷	muhe
木姜子	mujiangzi
木槿	mujin
牡荆	mujing
母菊	muju
木莲	mulian
牧马豆	mumadou
木麻黄	mumahuang
木棉	mumian
木乃伊化	munaiyihua
木薯	mushu
木栓化	mushuanhua
木栓质	mushuanzhi
木桃	mutao
木天蓼	mutianliao
木通	mutong
木通马兜铃	mutongmadouling
木纹皇冠豹	muwenhuangguanbao
木樨科	muxike
木樨榄	muxilan
木香	muxiang
木香花	muxianghua
苜蓿	muxu
慕犹卡	muyouka
木油桐	muyoutong
木贼麻黄	muzeimahuang
木质部	muzhibu
纳内阿卡西	naneiakaxi
纳普黑芝麻	napuheizhima
耐热植物	nairezhiwu
耐水植物	naishuizhiwu
南赤瓟	nanchibo
南丹参	nandancan|nandanshen
南方荚蒾	nanfangjiami
南方六道木	nanfangliudaomu
南方露珠草	nanfangluzhucao
南非半边莲	nanfeibanbianlian
南岭黄檀	nanlinghuangtan
南美梨	nanmeili
南牡蒿	nanmuhao
南蛇藤	nansheteng
南酸枣	nansuanzao
南天竹	nantianzhu
南天竺	nantianzhu
南五味子	nanwuweizi
南洋杉	nanyangsha
南阳楹	nanyangying
南烛	nanzhu
囊状体	nangzhuangti
脑神经节	naoshenjingjie
闹羊花	naoyanghua
内稃	neifu
内寄	neiji
拟等位基因	nidengweijiyin
尼格罗白钻	nigeluobaizuan
尼格罗河	nigeluohe
拟黑尾河虎	niheiweihehu
霓虹燕子	nihongyanzi
泥胡菜	nihucai
霓黄珍珠鳉	nihuangzhenzhujiang
鸟桕	niaojiu
茑萝	niaoluo
鸟头鳉	niaotoujiang
宁波溲疏	ningbosoushu
宁夏枸杞	ningxiagouqi
牛蒡	niubang
牛鼻栓	niubishuan
牛轭草	niuecao
牛筋草	niujincao
牛泷草	niulongcao
牛奶莓	niunaimei
牛奶子	niunaizi
扭鞘香茅	niuqiaoxiangmao
牛尾菜	niuweicai
牛膝	niuxi
牛至	niuzhi
农用抗生素	nongyongkangshengsu
诺保利白皇冠	nuobaolibaihuangguan
糯米条	nuomitiao
女王红两点	nvwanghongliangdian
女王鳉	nvwangjiang
女王迷宫	nvwangmigong
女王燕尾	nvwangyanwei
女萎	nvwei
女贞	nvzhen
欧碧	oubi
欧当归	oudanggui
瓯柑	ougan
欧李	ouli
欧塔蓝天使	outalantianshi
欧泽芹	ouzeqin
帕拉比	palabi
帕拉扁头	palabiantou
帕拉国王	palaguowang
帕拉黑芝麻	palaheizhima
爬山虎	pashanhu
帕斯塔花鼠	pasitahuashu
帕斯塔兹鼠	pasitazishu
帕塔那尔	patanaer
排草	paicao
潘安斗鱼	panandouyu
盘架子	panjiazi
攀爬跳鲈	panpatiaolu
攀缘植物	panyuanzhiwu
泡囊草	paonangcao
泡桐	paotong
炮仗花	paozhanghua
泡状细胞	paozhuangxibao
胚茎	peijing
佩兰	peilan
胚乳	peiru
配子囊	peizinang
喷点黄金银板	pendianhuangjinyinban
喷点紫罗兰	pendianziluolan
喷泉椒草	penquanjiaocao
蓬莱葛	penglaige
蓬蘽	penglei
蓬虆	penglei
蟛蜞菊	pengqiju
蓬子菜	pengzicai
皮袋香	pidaixiang
辟汗草	pihancao
啤酒花	pijiuhua
辟荔	pili
枇杷	pipa
枇杷鼠	pipashu
偏翅唐松草	pianchitangsongcao
偏利共生	pianligongsheng
嘌呤霉素	piaolingmeisu
平贝母	pingbeimu
平车前	pingcheqian
瓶尔小草	pingerxiaocao
瓶梗	pinggeng
平克老虎	pingkelaohu
萍蓬草	pingpengcao
平蒲	pingpu
平头紫	pingtouzi
瓶子草	pingzicao
婆妇草	pofucao
珀鲁高帆天使	polugaofantianshi
婆婆纳	popona
破铜钱	potongqian
蒲包花	pubaohua
瀑布式过滤	pubushiguolv
蒲草	pucao
铺地黍	pudishu
匍匐菌丝	pufujunsi
普及河道鱼市	pujihedaoyushi
仆卡	puka
蒲葵	pukui
蒲隆地	pulongdi
朴属	pushu
普塔玛优	putamayou
蒲桃	putao
葡萄风信子	putaofengxinzi
葡萄科	putaoke
葡萄柚	putaoyou
菩提榕	putirong
菩提子	putizi
普陀南星	putuonanxing
匍枝毛茛	puzhimaogen
七瓣莲	qibanlian
七宝冠	qibaoguan
七彩牙鱼	qicaiyayu
齐墩果	qidunguo
漆姑草	qigucao
器官形成	qiguanxingcheng
奇蒿	qihao
七筋姑	qijingu
气举过滤	qijuguolv
气孔抵抗	qikongdikang
麒麟冠	qilinguan
杞柳	qiliu
桤木	qimu
棋盘鲷	qipandiao
棋盘短鲷	qipanduandiao
气生根	qishenggen
起始因子	qishiyinzi
漆树	qishu
槭树科	qishuke
漆树科	qishuke
汽水域	qishuiyu
槭叶草	qiyecao
七叶树	qiyeshu
七叶一枝花	qiyeyizhihua
祁州漏芦	qizhouloulu
茜草	qiancao
前侧片	qiancepian
前唇基	qianchunji
前带现象	qiandaixianxiang
浅根植物	qiangenzhiwu
前后肠	qianhouchang
前胡	qianhu
千金藤	qianjinteng
千金子	qianjinzi
前景草	qianjingcao
前颏	qianke
钱鲤	qianli
牵牛	qianniu
牵牛花	qianniuhua
千日红	qianrihong
芡实	qianshi
前胸背板	qianxiongbeiban
前胸腹板	qianxiongfuban
前缘脉	qianyuanmai
羌活	qianghuo
蔷薇科	qiangweike
壳斗科	qiaodouke
巧克力斑马	qiaokelibanma
荞麦	qiaomai
乔松	qiaosong
伽蓝菜	qielancai
窃衣	qieyi
芹菜梗	qincaigeng
琴叶榕	qinyerong
芹叶铁线莲	qinyetiexianlian
清风藤	qingfengteng
青蜂侠鼠	qingfengxiashu
青秆竹	qingganzhu
青冈栎	qinggangli
青荷根	qinghegen
青花椒	qinghuajiao
青灰叶下珠	qinghuiyexiazhu
青楷槭	qingkaiqi
青兰	qinglan
苘麻	qingma
青木	qingmu
青皮竹	qingpizhu
青扦	qingqian
青鼠	qingshu
清水阿卡西	qingshuiakaxi
青桐	qingtong
青铜虹彩鳉	qingtonghongcaijiang
青铜鼠	qingtongshu
青葙	qingxiang
青眼灯	qingyandeng
青杨	qingyang
青叶蕨	qingyejue
青鱼胆草	qingyudancao
青榨槭	qingzhaqi
琼花	qionghua
球斑豹	qiubanbao
秋海棠	qiuhaitang
秋葵	qiukui
球兰	qiulan
裘诺	qiunuo
裘诺公主	qiunuogongzhu
裘诺河	qiunuohe
楸树	qiushu
秋水仙	qiushuixian
球序鹅掌柴	qiuxuezhangchai
球芽甘蓝	qiuyaganlan
秋英	qiuying
楸子	qiuzi
曲花紫堇	quhuazijin
瞿麦	qumai
苣荬菜	qumaicai
曲毛露珠草	qumaoluzhucao
全光菊	quanguangju
犬蔷薇	quanqiangwei
全叶马兰	quanyemalan
全叶山芹	quanyeshanqin
鹊豆	quedou
雀麦	quemai
雀梅藤	quemeiteng
雀瓢	quepiao
染色粒	ranseli
染色体图	ransetitu
蘘荷	ranghe
荛花	raohua
热带植物	redaizhiwu
忍冬	rendong
忍冬科	rendongke
人面竹	renmianzhu
人参	renshen
日本花柏	ribenhuabai
日本式造景	ribenshizaojing
日本箦藻	ribenzezao
绒花树	ronghuashu
溶菌作用	rongjunzuoyong
荣山真叻	rongshanzhenle
溶细胞素	rongxibaosu
容许限度	rongxuxiandu
溶源性	rongyuanxing
绒状	rongzhuang
肉桂	rougui
肉果	rouguo
肉茎植物	roujingzhiwu
柔毛水杨梅	roumaoshuiyangmei
柔毛油杉	roumaoyoushan
肉穗花序	rousuihuaxu
乳白香青	rubaixiangqing
如意草	ruyicao
软水树脂	ruanshuishuzhi
软枣猕猴桃	ruanzaomihoutao
锐齿鼠李	ruichishuli
瑞斯鳉	ruisijiang
瑞香	ruixiang
萨巴吉	sabaji
撒旦异型	sadanyixing
洒金榕	sajinrong
萨伊猴鱼	sayihouyu
赛北紫堇	saibeizijin
赛黑桦	saiheihua
赛克斯鳉	saikesijiang
赛葵	saikui
三白草	sanbaicao
三叉苦	sanchaku
伞房花序	sanfanghuaxu
三花龙胆	sanhualongdan
伞花蔷薇	sanhuaqiangwei
三尖杉	sanjianshan
三角花	sanjiaohua
三角榕	sanjiaorong
三角叶风毛菊	sanjiaoyefengmaoju
三角叶冷水花	sanjiaoyelengshuihua
三角椰子	sanjiaoyezi
三角椎大胡子	sanjiaozhuidahuzi
三棱箭	sanlengjian
三联体密码	sanliantimima
伞毛	sanmao
三七草	sanqicao
散气石	sanqishi
三蕊柳	sanruiliu
三色堇	sansejin
三梭	sansuo
散尾葵	sanweikui
三线豹鼠	sanxianbaoshu
伞形花序	sanxinghuaxu
伞形科	sanxingke
散血芹	sanxueqin
三药槟榔	sanyaobinglang
三叶海棠	sanyehaitang
三叶罗伞	sanyeluosan
三叶木通	sanyemutong
三叶青	sanyeqing
三叶崖爬藤	sanyeyapateng
三唑磷胺	sanzuolinan
桑契斯鼠	sangqisishu
缫丝花	saosihua
色赤杨	sechiyang
色基	seji
色木槭	semuqi
沙棘	shaji
沙芥	shajie
沙兰杨	shalanyang
沙梨	shali
杉木	shanmu|shamu
沙蓬	shapeng
沙朴	shapu
沙参	shashen
沙枣	shazao
山薄荷	shanbohe
山茶	shancha
山茶科	shanchake
山慈姑	shancigu
闪电老虎	shandianlaohu
山矾	shanfan
山矾科	shanfanke
山梗菜	shangengcai
山桂花	shanguihua
山合欢	shanhehuan
山核桃	shanhetao
山荷叶	shanheye
珊瑚菜	shanhucai
珊瑚花	shanhuhua
山胡椒	shanhujiao
珊瑚莫丝	shanhumosi
珊瑚朴	shanhupu
山花椒	shanhuajiao
山黄皮	shanhuangpi
山鸡椒	shanjijiao
山姜	shanjiang
山椒草	shanjiaocao
山韭	shanjiu
山蒟	shanju
杉科	shanke
山苦菜	shankucai
山里红	shanlihong
山柳菊	shanliuju
山萝花	shanluohua
扇榈	shanlv
山麻杆	shanmagan
山马兰	shanmalan
山麦冬	shanmaidong
杉蔓石松	shanmanshisong
山毛桃	shanmaotao
山莓	shanmei
山霉	shanmei
山梅花	shanmeihua
山木通	shanmutong
山牛蒡	shanniubang
山葡萄	shanputao
山芹	shanqin
山瑞香	shanruixiang
杉松	shansong
山桃草	shantaocao
山莴苣	shanwoju
山乌桕	shanwujiu
山杏	shanxing
扇叶葵	shanyekui
山樱桃	shanyingtao
山玉兰	shanyulan
山鸢尾	shanyuanwei
山楂	shanzha
山芝麻	shanzhima
山茱萸	shanzhuyu
山棕	shanzong
尚比亚	shangbiya
上表皮	shangbiaopi
上海红铁	shanghaihongtie
商陆	shanglu
芍药	shaoyao
勺药	shaoyao
蛇白蔹	shebailian
蛇床	shechuang
设缸	shegang
蛇果黄堇	sheguohuangjin
社会性昆虫	shehuixingkunchong
蛇莓	shemei
蛇目菊	shemuju
蛇皮斑点豹	shepibandianbao
蛇皮异型	shepiyixing
