abuzhabi 阿布扎比
tingtianyouming 听天由命
tingtingyuli 亭亭玉立
tingyuanjingji 庭院经济
tingzhanxieding 停战协定
tingzhibuqian 停滞不前
tingzhirenzhi 听之任之
tiqianjungong 提前竣工
tiqianwancheng 提前完成
tiqianzhunbei 提前准备
tiqigongsu 提起公诉
tiruoduobing 体弱多病
tishixinxi 提示信息
titieruwei 体贴入微
tiwaishoujing 体外受精
tixianmuou 提线木偶
tixijiegou 体系结构
tixindiaodan 提心吊胆
tiyanshenghuo 体验生活
tiyubisai 体育比赛
tiyucaipiao 体育彩票
tiyuchangdi 体育场地
tiyuchangguan 体育场馆
tiyudaode 体育道德
tiyuduanlian 体育锻炼
tiyujianer 体育健儿
tiyujiaoshi 体育教师
tiyujiemu 体育节目
tiyujingsai 体育竞赛
tiyujingshen 体育精神
tiyukaoshi 体育考试
tiyulaoshi 体育老师
tiyumingxing 体育明星
tiyusaishi 体育赛事
tiyusheshi 体育设施
tiyushiye 体育事业
tiyuxiangmu 体育项目
tiyuxinwen 体育新闻
tiyuyongpin 体育用品
tiyuyundong 体育运动
tiyuzhongxin 体育中心
tizhigaige 体制改革
tizhongjianqing 体重减轻
tizhongzengjia 体重增加
tongbantongxue 同班同学
tongbaopiping 通报批评
tongbaoqingkuang 通报情况
tongbaoxiongdi 同胞兄弟
tongbujinxing 同步进行
tongbuweixing 同步卫星
tongchouanpai 统筹安排
tongchoudikai 同仇敌忾
tongchouguihua 统筹规划
tongchoujiangu 统筹兼顾
tongdengduidai 同等对待
tongdengxueli 同等学力
tongdingsitong 痛定思痛
tongfengshebei 通风设备
tongfenjiehe 统分结合
tongfenyigou 同分异构
tonggaiqianfei 痛改前非
tonggangongku 同甘共苦
tonggongtongchou 同工同酬
tongguanyueqi 铜管乐器
tongguiyujin 同归于尽
tongguocanguan 通过参观
tongguoguancha 通过观察
tongguokaocha 通过考察
tonghuagushi 童话故事
tonghuajilu 通话记录
tonghuashijian 通话时间
tonghuopengzhang 通货膨胀
tongjidaxue 同济大学
tongjidiaocha 统计调查
tongjifenxi 统计分析
tongjindagu 通今达古
tongjishuju 统计数据
tongjishuzi 统计数字
tongjitubiao 统计图表
tongjixuejia 统计学家
tongjiziliao 统计资料
tongkongfangda 瞳孔放大
tongkuailinli 痛快淋漓
tongkubukan 痛苦不堪
tongkuliuti 痛哭流涕
tongkushisheng 痛哭失声
tongkuwanfen 痛苦万分
tongleichanpin 同类产品
tongleiticai 同类题材
tonglihezuo 通力合作
tonglikezheng 同理可证
tongmengtiaoyue 同盟条约
tongmuyifu 同母异父
tongnianshidai 童年时代
tongnianshiqi 童年时期
tongqiangtiebi 铜墙铁壁
tongqingdali 通情达理
tongshangkouan 通商口岸
tongshengfanyi 同声翻译
tongshicaoge 同室操戈
tongsouwuqi 童叟无欺
tongsuduwu 通俗读物
tongsugequ 通俗歌曲
tongsuxiaoshuo 通俗小说
tongsuyidong 通俗易懂
tongsuyixing 同素异形
tongtongkuaikuai 痛痛快快
tongwentongzhong 同文同种
tongxiaodadan 通宵达旦
tongxinanquan 通信安全
tongxinjiekou 通信接口
tongxinjishou 痛心疾首
tongxinlianxi 通信联系
tongxinruanjian 通信软件
tongxintongde 同心同德
tongxinweixing 通信卫星
tongxinxianlu 通信线路
tongxinxieli 同心协力
tongxinxieyi 通信协议
tongyianpai 统一安排
tongyibiaozhun 统一标准
tongyidaye 统一大业
tongyifenpei 统一分配
tongyiguihua 统一规划
tongyijingying 统一经营
tongyirenshi 统一认识
tongyishijian 同一时间
tongyishouge 同一首歌
tongyitianxia 统一天下
tongyixingdong 统一行动
tongyizhanxian 统一战线
tongyizhihui 统一指挥
tongyizuguo 统一祖国
tongyongshebei 通用设备
tongyunmibu 彤云密布
tongzhangongzuo 统战工作
tongzhijieji 统治阶级
tongzhijituan 统治集团
tongzhongyouyi 同中有异
tongzhoudianlan 同轴电缆
tongzhougongji 同舟共济
toubajiaoyi 头把交椅
toubicongrong 投笔从戎
toudengdashi 头等大事
toufangshichang 投放市场
touhezijin 投河自尽
touhuangainian 偷换概念
toulandefen 投篮得分
tounaolengjing 头脑冷静
tounaoqingxing 头脑清醒
toupiaobiaojue 投票表决
toupiaojueding 投票决定
toupiaoxuanju 投票选举
touqisuohao 投其所好
tourushiyong 投入使用
toushedianjing 透射电镜
toushicuojue 透视错觉
toushuiloushui 偷税漏税
toutaobaoli 投桃报李
toutengnaore 头疼脑热
toutoumomo 偷偷摸摸
toutoushidao 头头是道
touyunmuxuan 头晕目眩
touzhongjiaoqing 头重脚轻
touzishouyi 投资收益
touziyinhang 投资银行
touzizonge 投资总额
tuanduijingshen 团队精神
tuanjiefendou 团结奋斗
tuanjiefenjin 团结奋进
tuanjiefenzhan 团结奋战
tuanjiehezuo 团结合作
tuanjiehuzhu 团结互助
tuanjieqilai 团结起来
tuanjieyixin 团结一心
tuanjieyizhi 团结一致
tuanjieyouai 团结友爱
tuantibisai 团体比赛
tuantiguanjun 团体冠军
tuantihuodong 团体活动
tuantizhijian 团体之间
tuantuanweizhu 团团围住
tuantuanyuanyuan 团团圆圆
tubengwajie 土崩瓦解
tubiaoshuoming 图表说明
tubulvxing 徒步旅行
tuchubiaoxian 突出表现
tuchugongxian 突出贡献
tuchuweizhi 突出位置
tuchuzhongdian 突出重点
tuchuzhuti 突出主题
tudigaige 土地改革
tudigeming 土地革命
tudiguoyou 土地国有
tudijiage 土地价格
tuduobianxing 凸多边形
tufaqixiang 突发奇想
tufashijian 突发事件
tufeimengjin 突飞猛进
tugeniefu 屠格涅夫
tuhuawenzi 图画文字
tuibozhulan 推波助澜
tuichenchuxin 推陈出新
tuichongbeizhi 推崇备至
tuidaochonglai 推倒重来
tuierguangzhi 推而广之
tuierjiewang 退而结网
tuigenghuanlin 退耕还林
tuiguangxianjin 推广先进
tuijijiren 推己及人
tuijingaige 推进改革
tuilifangfa 推理方法
tuituisangsang 推推搡搡
tuiwujunren 退伍军人
tuixiangshichang 推向市场
tuixiaochanpin 推销产品
tuixinzhifu 推心置腹
tuixiugongren 退休工人
tuixiunianling 退休年龄
tuixiuzhigong 退休职工
tuiyijunren 退役军人
tujiduiyuan 突击队员
tulaowugong 徒劳无功
tulufanshi 吐鲁番市
tumugongcheng 土木工程
tumujianzhu 土木建筑
tunjijuqi 囤积居奇
tunlexiaqu 吞了下去
tunshixibao 吞噬细胞
tuntuntutu 吞吞吐吐
tuochanxuexi 脱产学习
tuoersitai 托尔斯泰
tuoguanzhidu 托管制度
tuogufengjin 托古讽今
tuogugaizhi 托古改制
tuojiangzhima 脱缰之马
tuokouerchu 脱口而出
tuolajichang 拖拉机厂
tuolikuhai 脱离苦海
tuoliqunzhong 脱离群众
tuolishiji 脱离实际
tuolixianshi 脱离现实
tuoluoxialai 脱落下来
tuonidaishui 拖泥带水
tuopinzhifu 脱贫致富
tuoshanchuli 妥善处理
tuoshanchuzhi 妥善处置
tuoshanjiejue 妥善解决
tuotaihuangu 脱胎换骨
tuoyanghegan 脱氧核苷
tuoyanghetang 脱氧核糖
tuoyingerchu 脱颖而出
turangfeili 土壤肥力
turanggailiang 土壤改良
turanghuanjing 土壤环境
turangqinshi 土壤侵蚀
turangshidu 土壤湿度
turangshuifen 土壤水分
turangtiaojian 土壤条件
turangwuran 土壤污染
turangzhidi 土壤质地
turanxiji 突然袭击
turuqilai 突如其来
tushengtuzhang 土生土长
tushouticao 徒手体操
tushuguanxue 图书馆学
tushuxiaodu 图书消毒
tushuziliao 图书资料
tutengchongbai 图腾崇拜
tutoutunao 土头土脑
tuwenbingmao 图文并茂
tuxiangchuli 图像处理
tuxiangshibie 图像识别
tuxiangwenjian 图像文件
tuxiangyasuo 图像压缩
tuxingfuhao 图形符号
tuxingjiemian 图形界面
tuxingtuxiang 图形图像
tuxingwenjian 图形文件
tuyouqibiao 徒有其表
tuzhimofen 涂脂抹粉
tuzhujumin 土著居民
waerdenghu 瓦尔登湖
waibaiduqiao 外白渡桥
waibuhuanjing 外部环境
waibushebei 外部设备
waicengkongjian 外层空间
waigaojiasuo 外高加索
waiguansheji 外观设计
waiguotouzi 外国投资
waiguowenxue 外国文学
waiguozhuanjia 外国专家
waihuichubei 外汇储备
waihuiguanzhi 外汇管制
waihuijiaoyi 外汇交易
waihuishouru 外汇收入
waijiaobuzhang 外交部长
waijiaociling 外交辞令
waijiaodachen 外交大臣
waijiaodaibiao 外交代表
waijiaoguanxi 外交关系
waijiaohuodong 外交活动
waijiaojigou 外交机构
waijiaorenyuan 外交人员
waijiaoshijie 外交使节
waijiaoshituan 外交使团
waijiaoshiwu 外交事务
waijiaozhengce 外交政策
waijirenshi 外籍人士
waikeshoushu 外科手术
waikeyisheng 外科医生
wailairenyuan 外来人员
wailaiwenhua 外来文化
waiqiangtuliao 外墙涂料
waiqinrenyuan 外勤人员
waiqushishi 歪曲事实
waishangtouzi 外商投资
waiwaixiexie 歪歪斜斜
waiweishebei 外围设备
waixinganling 外兴安岭
waixingchicun 外形尺寸
waiziqiye 外资企业
waizufumu 外祖父母
wanbanwunai 万般无奈
wanbudeyi 万不得已
waneryixiao 莞尔一笑
wanfenzhiyi 万分之一
wanfumokai 万夫莫开
wangerquebu 望而却步
wangershengwei 望而生畏
wangfuyundong 往复运动
wanggongguizu 王公贵族
wangguolunzhe 亡国论者
wangguomiezhong 亡国灭种
wangguozhiyin 亡国之音
wanghoujiangxiang 王侯将相
wangluoanquan 网络安全
wangluodianhua 网络电话
wangluodizhi 网络地址
wangluofenxi 网络分析
wangluofugai 网络覆盖
wangluofuwu 网络服务
wangluogongji 网络攻击
wangluoguanli 网络管理
wangluoguzhang 网络故障
wangluojiegou 网络结构
wangluojiekou 网络接口
wangluoketang 网络课堂
wangluokongjian 网络空间
wangluolianjie 网络连接
wangluomeiti 网络媒体
wangluopingtai 网络平台
wangluoruanjian 网络软件
wangluoshangcheng 网络商城
wangluoshebei 网络设备
wangluoshidai 网络时代
wangluotixi 网络体系
wangluotongxin 网络通信
wangluotuopu 网络拓扑
wangluowenxue 网络文学
wangluoxiaoshuo 网络小说
wangluoxieyi 网络协议
wangluoxinwen 网络新闻
wangluoxitong 网络系统
wangluoyingxiao 网络营销
wangluoyingyong 网络应用
wangluoyouxi 网络游戏
wangluoziyuan 网络资源
wangmangcuanhan 王莽篡汉
wangmingzhitu 亡命之徒
wangmuniangniang 王母娘娘
wangshangjiaoyi 网上交易
wangshangliaotian 网上聊天
wangshangshangcheng 网上商城
wangshangyinhang 网上银行
wangshangzhifu 网上支付
wangububian 万古不变
wanguchangqing 万古长青
wanguliufang 万古流芳
wanguogongfa 万国公法
wangweijicheng 王位继承
wangwenwenqie 望闻问切
wangyangbulao 亡羊补牢
wangyangdahai 汪洋大海
wangyangxingtan 望洋兴叹
wangyangzisi 汪洋恣肆
wangyanyuchuan 望眼欲穿
wangyeneirong 网页内容
wangyewenjian 网页文件
wangzichenglong 望子成龙
wangzizunda 妄自尊大
wanhaowusun 完好无损
wanhesongfeng 万壑松风
wanhuzhishou 玩忽职守
wanjiebufu 万劫不复
wanlaijuji 万籁俱寂
wanlichangcheng 万里长城
wanlichangkong 万里长空
wanlichangzheng 万里长征
wanliwuyun 万里无云
wanlonghuiyi 万隆会议
wanmabenteng 万马奔腾
wanmeiwuque 完美无缺
wannanshibian 皖南事变
wannianjuhui 万念俱灰
wanqiangdikang 顽强抵抗
wanqiangpinbo 顽强拼搏
wanqianqixiang 万千气象
wanqingshiqi 晚清时期
wanquanbaomi 完全保密
wanquanbimian 完全避免
wanquanbiyao 完全必要
wanquanfuhe 完全符合
wanquanhuifu 完全恢复
wanquanmianfei 完全免费
wanquantongyi 完全同意
wanquanxiangtong 完全相同
wanquanyizhi 完全一致
wanquanzhengque 完全正确
wanshibugong 玩世不恭
wanshiruyi 万事如意
wanshishibiao 万世师表
wanshiwanwu 万事万物
wanshuiqianshan 万水千山
wanuatu 瓦努阿图
wanwanquanquan 完完全全
wanwanququ 弯弯曲曲
wanwuyishi 万无一失
wanxianggengxin 万象更新
wanyimeiyuan 万亿美元
wanyouyinli 万有引力
wanzhengwusun 完整无损
wanzhongyixin 万众一心
wanzhongzhumu 万众瞩目
wanzhuandongting 婉转动听
wanzhuanyouyang 宛转悠扬
wanziqianhong 万紫千红
wawadaku 哇哇大哭
weibeiguilv 违背规律
weibiansanjue 韦编三绝
weibotongxin 微波通信
weibubushi 胃部不适
weibuzudao 微不足道
weichangbuke 未尝不可
weichengnianren 未成年人
weichixiaqu 维持下去
weichuliqi 微处理器
weiciyansuan 谓词演算
weidachengjiu 伟大成就
weidagongcheng 伟大工程
weidaguangrong 伟大光荣
weidalingxiu 伟大领袖
weidanbaimei 胃蛋白酶
weidaobuhao 味道不好
weidaoxianmei 味道鲜美
weidaqizhi 伟大旗帜
weidashengli 伟大胜利
weidashiye 伟大事业
weidayiyi 伟大意义
weidazuguo 伟大祖国
weidianzixue 微电子学
weidimala 危地马拉
weiduoliya 维多利亚
weifabijiu 违法必究
weifafanzui 违法犯罪
weifaluanji 违法乱纪
weifanggaizao 危房改造
weifanguiding 违反规定
weifaweiji 违法违纪
weifaxingwei 违法行为
weifeizuodai 为非作歹
weifenfangcheng 微分方程
weifenglinlin 威风凛凛
weifuburen 为富不仁
weiguanshijie 微观世界
weiguanyiren 为官一任
weiguofenyou 为国分忧
weiguoweimin 为国为民
weiguoxisheng 为国牺牲
weiguozhanzheng 卫国战争
weiguozhengguang 为国争光
weihaibuda 危害不大
weihebudui 维和部队
weihepingyuan 渭河平原
weihuheping 维护和平
weihujiegou 围护结构
weihujiti 维护集体
weihuqiwei 微乎其微
weihuzhengyi 维护正义
weijibaike 维基百科
weijifenxue 微积分学
weijiguantou 危急关头
weijingxuke 未经许可
weijiniya 维吉尼亚
weijinzhiji 为今之计
weijiqingkuang 危急情况
weijirenchen 位极人臣
weijisifu 危机四伏
weijiyishi 危机意识
weijupaishe 微距拍摄
weikongzhiqi 微控制器
weilaizhuyi 未来主义
weiliangfenxi 微量分析
weiliangyuansu 微量元素
weilianmusi 威廉姆斯
weilishitu 唯利是图
weimanzhouguo 伪满洲国
weimeizhuyi 唯美主义
weimiaoweixiao 惟妙惟肖
weiminfuwu 为民服务
weiminqingming 为民请命
weiminzaofu 为民造福
weinanqingxu 畏难情绪
weineiruila 委内瑞拉
weinengxingmian 未能幸免
weinisiren 威尼斯人
weiqibuyuan 为期不远
weiqiruci 唯其如此
weiquqiuquan 委曲求全
weiranchengfeng 蔚然成风
weiranyili 巍然屹立
weirenchushi 为人处世
weirensuozhi 为人所知
weirenzhengzhi 为人正直
weiruangongsi 微软公司
weishanzuile 为善最乐
weishengbaojian 卫生保健
weishengbiaozhun 卫生标准
weishengbumen 卫生部门
weishengjieju 卫生洁具
weishenglingyu 卫生领域
weishengsheshi 卫生设施
weishengshiye 卫生事业
weishengtiaojian 卫生条件
weishengtongji 卫生统计
weishengwuxue 微生物学
weishengxiguan 卫生习惯
weishengyongpin 卫生用品
weishengzhuangkuang 卫生状况
weishengzuzhi 卫生组织
weishiguowan 为时过晚
weishishangzao 为时尚早
weishiyiwan 为时已晚
weishubuduo 为数不多
weishuzhongduo 为数众多
weisikangxing 威斯康星
weisuobuqian 畏缩不前
weisuoyuwei 为所欲为
weiwaerdi 维瓦尔第
weiweidaguan 蔚为大观
weiweidaolai 娓娓道来
weiweijiuzhao 围魏救赵
weiweiliansheng 唯唯连声
weiweiyixiao 微微一笑
weiweizhuangguan 蔚为壮观
weiwubuqu 威武不屈
weiwudexin 惟吾德馨
weiwueryu 维吾尔语
weiwuerzu 维吾尔族
weiwushiguan 唯物史观
weiwuxiongzhuang 威武雄壮
weiwuzhishi 威武之师
weiwuzhuyi 唯物主义
weixiaoqilai 微笑起来
weixiaowendi 魏孝文帝
weixingdianshi 卫星电视
weixingguangbo 卫星广播
weixingtongxin 卫星通信
weixinshiguan 唯心史观
weixinyundong 维新运动
weixinzhuyi 唯心主义
weixiubaoyang 维修保养
weixiuzhongxin 维修中心
weiyandayi 微言大义
weiyansongting 危言耸听
weiyibiaozhun 唯一标准
weiyuchoumou 未雨绸缪
weiyuezeren 违约责任
weizaozhengjian 伪造证件
weizhangcaozuo 违章操作
weizhebijiu 违者必究
weizhengyide 为政以德
weizhifuwu 位置服务
weizhilingyu 未知领域
weizhiyixin 为之一新
weizhuidujie 围追堵截
weizuiqiantao 畏罪潜逃
wenbenbianji 文本编辑
wenbenchuli 文本处理
wenbenwenjian 文本文件
wenbiliuchang 文笔流畅
wenbuerdeng 温布尔登
wenbufazhan 稳步发展
wenbuqianjin 稳步前进
wenbuzengzhang 稳步增长
wencaifeiran 文采斐然
wencaoshengquan 稳操胜券
wenchangaochan 稳产高产
wenchenggongzhu 文成公主
wenchenwujiang 文臣武将
wenciyoumei 文辞优美
wencongzishun 文从字顺
wendangwenjian 文档文件
wendingqingxu 稳定情绪
wendingrenxin 稳定人心
wendingwujia 稳定物价
wendingxialai 稳定下来
wendingzengzhang 稳定增长
wendukongzhi 温度控制
wenfangsibao 文房四宝
wenfengsangdan 闻风丧胆
wengniuteqi 翁牛特旗
wenguzhixin 温故知新
wengwengyuyu 蓊蓊郁郁
wengwengzuoxiang 嗡嗡作响
wenhuabeijing 文化背景
wenhuachangsuo 文化场所
wenhuachanye 文化产业
wenhuachayi 文化差异
wenhuachongtu 文化冲突
wenhuachuanmei 文化传媒
wenhuadiyun 文化底蕴
wenhuafenwei 文化氛围
wenhuagongyuan 文化公园
wenhuajiaoliu 文化交流
wenhuajiaowang 文化交往
wenhuajiaoyu 文化教育
wenhuajingguan 文化景观
wenhuakuaican 文化快餐
wenhuamingcheng 文化名城
wenhuamingren 文化名人
wenhuasuzhi 文化素质
wenhuayichan 文化遗产
wenhuayule 文化娱乐
wenjianchuangjian 文件创建
wenjianchuanshu 文件传输
wenjianchuansong 文件传送
wenjiandaxiao 文件大小
wenjiangeshi 文件格式
wenjiangongxiang 文件共享
wenjianxitong 文件系统
wenjiaoweisheng 文教卫生
wenjingzhizhi 文景之治
wenjiqiwu 闻鸡起舞
wenjuandiaocha 问卷调查
wenmingchengshi 文明城市
wenmingguguo 文明古国
wenminglimao 文明礼貌
wenmingliyi 文明礼仪
wenmingquanguo 闻名全国
wenmingshijie 闻名世界
wenmingweisheng 文明卫生
wenmingxiaoqu 文明小区
wenmingyushi 闻名于世
wenmingzhifa 文明执法
wenmingzhongwai 闻名中外
wennuanruchun 温暖如春
wenqingmomo 温情脉脉
wenrenmoke 文人墨客
wenrenyashi 文人雅士
wenshixiaoying 温室效应
wensibudong 纹丝不动
wensuoweiwen 闻所未闻
wentisuozai 问题所在
wenwendangdang 稳稳当当
wenwenerya 温文尔雅
wenwubaohu 文物保护
wenwubumen 文物部门
wenxianziliao 文献资料
wenxindiaolong 文心雕龙
wenxuechuangzuo 文学创作
wenxuegeming 文学革命
wenxuemingzhu 文学名著
wenxueyichan 文学遗产
wenxueyishu 文学艺术
wenxueyuyan 文学语言
wenxuezuopin 文学作品
wenyibiaoyan 文艺表演
wenyichuangzuo 文艺创作
wenyifuxing 文艺复兴
wenyiwanhui 文艺晚会
wenyiyanchu 文艺演出
wenyizaidao 文以载道
wenyizhishi 闻一知十
wenyizuopin 文艺作品
wenzhangneirong 文章内容
wenzhawenda 稳扎稳打
wenzhezujie 闻者足戒
wenzhibinbin 文质彬彬
wenzhongqiujin 稳中求进
wenzhongyoujiang 稳中有降
wenzibianji 文字编辑
wenzichuli 文字处理
wenzishuoming 文字说明
wodangwojun 我党我军
woganchuandong 蜗杆传动
wohucanglong 卧虎藏龙
woxinchangdan 卧薪尝胆
woyeqianli 沃野千里
wubenzhimu 无本之木
wubianwuji 无边无际
wubianwuyin 无边无垠
wubingshenyin 无病呻吟
wucaibanlan 五彩斑斓
wucaibinfen 五彩缤纷
wucanshijian 午餐时间
wuchanfengfu 物产丰富
wuchangqiyi 武昌起义
wuchanjieji 无产阶级
wuchubuzai 无处不在
wuchuqiyou 无出其右
wucongshuoqi 无从说起
wucongtanqi 无从谈起
wucongxiashou 无从下手
wudaidangfeng 吴带当风
wudaishiguo 五代十国
wudalianchi 五大连池
wudangwupai 无党无派
wudaoxueyuan 舞蹈学院
wudijiandui 无敌舰队
wudongyuzhong 无动于衷
wuebuzuo 无恶不作
wuerwunv 无儿无女
wufabini 无法比拟
wufafangwen 无法访问
wufaguliang 无法估量
wufajieshi 无法解释
wufakexiang 无法可想
wufakongzhi 无法控制
wufarenshou 无法忍受
wufashuoming 无法说明
wufawanhui 无法挽回
wufaxingrong 无法形容
wufenggangguan 无缝钢管
wufenzhiyi 五分之一
wufuwujun 无父无君
wugaoxianhai 诬告陷害
wugongshoulu 无功受禄
wuguangshise 五光十色
wuguanjinyao 无关紧要
wuguchidao 无故迟到
wuguidianche 无轨电车
wuguquexi 无故缺席
wuhandaxue 武汉大学
wuhansanzhen 武汉三镇
wuhuabamen 五花八门
wuhuabutan 无话不谈
wuhuakeshuo 无话可说
wujiafeizhang 物价飞涨
wujiakegui 无家可归
wujianbucui 无坚不摧
wujiaodalou 五角大楼
wujiazhishu 物价指数
wujihuaxue 无机化学
wujingbudui 武警部队
wujingdacai 无精打采
wujingguanbing 武警官兵
wujingtianze 物竞天择
wujinqiyong 物尽其用
wujiyushi 无济于事
wujuwushu 无拘无束
wukebianbo 无可辩驳
wukebini 无可比拟
wukefeiyi 无可非议
wukefenggao 无可奉告
wukefouren 无可否认
wukehoufei 无可厚非
wukejiuyao 无可救药
wukenaihe 无可奈何
wuketidai 无可替代
wukewanhui 无可挽回
wukezhengbian 无可争辩
wukezhiyi 无可置疑
wukongburu 无孔不入
wulaerhe 乌拉尔河
wulanbatuo 乌兰巴托
wulanhaote 乌兰浩特
wulibianhua 物理变化
wulihuaxue 物理化学
wulihuitian 无力回天
wuliweijian 物力维艰
wuliweixie 武力威胁
wulixianxiang 物理现象
wulixingzhi 物理性质
wulixuejia 物理学家
wulixuejiang 物理学奖
wuliyaoqiu 无理要求
wulumuqi 乌鲁木齐
wulunruhe 无论如何
wulunzenyang 无论怎样
wumeidongren 妩媚动人
wumeiqiuzhi 寤寐求之
wumeisheji 舞美设计
wumingyingxiong 无名英雄
wunengweili 无能为力
wunianjihua 五年计划
wuqiganxiao 五七干校
wuqingwuyi 无情无义
wuqinwugu 无亲无故
wuqiongwujin 无穷无尽
wuqituxing 无期徒刑
wuqizhuangbei 武器装备
wuquanxianfa 五权宪法
wuranhuanjing 污染环境
wurankongqi 污染空气
wurenguowen 无人过问
wurenjiashi 无人驾驶
wurenjuzhu 无人居住
wurenzhijing 无人之境
wurenzhixiao 无人知晓
wuruqitu 误入歧途
wusacanan 五卅惨案
wusayundong 五卅运动
wusewuxiu 无色无臭
wushangdaya 无伤大雅
wushangguangrong 无上光荣
wushengdianhua 无绳电话
wushengdianying 无声电影
wushengwuxi 无声无息
wushenlunzhe 无神论者
wushiduonian 五十多年
wushiduosui 五十多岁
wushiliuge 五十六个
wushiniandai 五十年代
wushirenfei 物是人非
wushiwuke 无时无刻
wushiyuren 勿施于人
wushizitong 无师自通
wushuadianji 无刷电机
wushubisai 武术比赛
wushuichuli 污水处理
wushuijinghua 污水净化
wushuipaifang 污水排放
wushuiyichun 无水乙醇
wushuzhidao 武术指导
wusifengxian 无私奉献
wusiwuwei 无私无畏
wusiyuanzhu 无私援助
wusiyundong 五四运动
wusongdahu 武松打虎
wusulijiang 乌苏里江
wusunyasuo 无损压缩
wusuobubao 无所不包
wusuobubei 无所不备
wusuobuneng 无所不能
wusuobuzai 无所不在
wusuobuzhi 无所不知
wusuoshicong 无所适从
wusuoshishi 无所事事
wusuoweiju 无所畏惧
wusuoyongxin 无所用心
wusuozuowei 无所作为
wutaiyishu 舞台艺术
wutuzaipei 无土栽培
wuwangfazhou 武王伐纣
wuweibuzhi 无微不至
wuweierzhi 无为而治
wuweiyiti 五位一体
wuxiaameng 吴下阿蒙
wuxiandianbo 无线电波
wuxiandiantai 无线电台
wuxiangyuanze 五项原则
wuxianlianjie 无线连接
wuxiantongxin 无线通信
wuxianwangluo 无线网络
wuxianzhongcheng 无限忠诚
wuxiaolaodong 无效劳动
wuxingfanzhi 无性繁殖
wuxinghongqi 五星红旗
wuxingshengzhi 无性生殖
wuxingzichan 无形资产
wuxubianfa 戊戌变法
wuxuweixin 戊戌维新
wuxuzhengbian 戊戌政变
wuyanliuse 五颜六色
wuyanlvshi 五言律诗
wuyeguanli 物业管理
wuyeyoumin 无业游民
wuyibushi 无一不是
wuyifujia 无以复加
wuyigaoqiang 武艺高强
wuyiliwai 无一例外
wuyilunbi 无以伦比
wuyingwuxing 无影无形
wuyingwuzong 无影无踪
wuyishanshi 武夷山市
wuyiwukao 无依无靠
wuyongxinxi 无用信息
wuyongzhiyi 毋庸置疑
wuyousuozhi 物有所值
wuyouwulv 无忧无虑
wuyuanwugu 无缘无故
wuyuanwuhui 无怨无悔
wuyuanzhishui 无源之水
wuyulunbi 无与伦比
wuyuzegang 无欲则刚
wuzangjuquan 五脏俱全
wuzangliufu 五脏六腑
wuzejiamian 无则加勉
wuzhicaifu 物质财富
wuzhideliang 物质的量
wuzhijichu 物质基础
wuzhitiaojian 物质条件
wuzhiwenming 物质文明
wuzhongquanhui 五中全会
wuzhongshengyou 无中生有
wuzhousihai 五洲四海
wuzhuangbudui 武装部队
wuzhuangchongtu 武装冲突
wuzhuangdouzheng 武装斗争
wuzhuangliliang 武装力量
wuzhuangqiyi 武装起义
wuzhuangtounao 武装头脑
wuzhudaici 物主代词
wuzibieke 乌兹别克
wuzijiaoliu 物资交流
wuzitianshu 无字天书
wuzuipanjue 无罪判决
wuzuqingzhong 无足轻重
xiabiqianyan 下笔千言
xiabuzhaodi 下不着地
xiachangdidai 狭长地带
xiadaliqi 下大力气
xiadichuanzhong 下底传中
xiadingjuexin 下定决心
xiaganyidan 侠肝义胆
xiageshiji 下个世纪
xiaguangwandao 霞光万道
xiajizuzhi 下级组织
xialacaidan 下拉菜单
xialajiantou 下拉箭头
xialeyitiao 吓了一跳
xialibaren 下里巴人
xialuxiangfeng 狭路相逢
xiamendaxue 厦门大学
xiamushushi 夏目漱石
xianchangbiaoyan 现场表演
xianchangcaifang 现场采访
xianchangzhibo 现场直播
xianchuyuanxing 现出原形
xiandaihanyu 现代汉语
xiandaikeji 现代科技
xiandaikexue 现代科学
xiandainongye 现代农业
xiandaishige 现代诗歌
xiandaiwenming 现代文明
xiandaiwenxue 现代文学
xiandaiyixue 现代医学
xiandaizhanzheng 现代战争
xianduweikuai 先睹为快
xianeryijian 显而易见
xianfazhiren 先发制人
xiangbizhixia 相比之下
xiangchabuduo 相差不多
xiangchawuji 相差无几
xiangchaxuanshu 相差悬殊
xiangchibuxia 相持不下
xiangcunrenkou 乡村人口
xiangcunyinyue 乡村音乐
xiangdangkeguan 相当可观
xiangdeyizhang 相得益彰
xiangduieryan 相对而言
xiangduigaodu 相对高度
xiangduilaishuo 相对来说
xiangduishidu 相对湿度
xiangduisudu 相对速度
xiangduiwucha 相对误差
xiangduiyundong 相对运动
xiangfangshefa 想方设法
xiangfanxiangcheng 相反相成
xiangfuxiangcheng 相辅相成
xiangganghuigui 香港回归
xiangganshenme 想干什么
xianggebanfa 想个办法
xianggelila 香格里拉
xianggewanli 相隔万里
xiangguanxishu 相关系数
xiangguiminyue 乡规民约
xianghucujin 相互促进
xianghuhezuo 相互合作
xianghujiaohuan 相互交换
xianghujiaozhi 相互交织
xianghujingzheng 相互竞争
xianghulianjie 相互连接
xianghuliaojie 相互了解
xianghulijie 相互理解
xianghupeihe 相互配合
xianghuxiezuo 相互协作
xianghuxinren 相互信任
xianghuyicun 相互依存
xianghuyilai 相互依赖
xianghuyingxiang 相互影响
xianghuzhichi 相互支持
