aba 阿巴
xiuhao 修好
xiuhua 绣花
xiuji 修己
xiujia 休假
xiujian 修建
xiujue 嗅觉
xiuke 休克
xiukou 袖口
xiukui 羞愧
xiulan 朽烂
xiuli 修理
xiulu 修路
xiumei 秀美
xiumian 休眠
xiuming 修明
xiumo 休谟
xiumu 朽木
xiuning 休宁
xiunv 修女
xiupin 绣品
xiuping 修平
xiuqi 秀气
xiuqie 羞怯
xiuqiu 绣球
xiuquan 秀全
xiuru 羞辱
xiurun 秀润
xiuse 羞涩
xiushan 修缮
xiushen 修身
xiushi 修饰
xiushui 修水
xiusi 休斯
xiutan 嗅探
xiuting 休庭
xiutu 修图
xiuwen 修文
xiuxi 休息
xiuxia 修下
xiuxian 休闲
xiuxiang 休想
xiuxing 修行
xiuxiu 休休
xiuxue 修学
xiuyang 修养
xiuyao 休要
xiuyi 秀逸
xiuying 秀英
xiuyu 羞于
xiuzao 修造
xiuzhan 休战
xiuzhen 袖珍
xiuzheng 修正
xiuzhi 休止
xiuzhu 修筑
xiuzi 袖子
xiwan 洗完
xiwang 希望
xiwei 细微
xiwen 西文
xiwu 习武
xixi 嘻嘻
xixia 西夏
xixian 西线
xixiang 西向
xixiao 细小
xixie 吸血
xixin 细心
xixing 习性
xixue 戏谑
xixun 喜讯
xiya 西亚
xiyan 吸烟
xiyang 夕阳
xiye 细叶
xiyi 洗衣
xiyin 吸引
xiyong 喜用
xiyou 稀有
xiyu 西域
xiyuan 戏院
xiyue 喜悦
xiyun 细匀
xizang 西藏
xizao 洗澡
xize 细则
xizhan 西站
xizhang 喜幛
xizhao 夕照
xizhe 吸着
xizhen 细针
xizheng 西征
xizhi 细致
xizhou 西周
xizhu 吸住
xizhuang 西装
xizhuo 洗濯
xizi 戏子
xizuo 习作
xuanang 轩昂
xuanao 玄奥
xuanba 选拔
xuanben 选本
xuanbi 旋臂
xuanbian 选编
xuanbu 宣布
xuancai 选材
xuancao 萱草
xuanchang 轩敞
xuancheng 宣称
xuanchu 选出
xuanchuan 宣传
xuanchui 悬垂
xuanci 选词
xuancui 选粹
xuancuo 选错
xuandao 选到
xuande 玄德
xuandiao 悬吊
xuanding 选定
xuandong 旋动
xuandu 宣读
xuanduan 选段
xuandui 选对
xuaner 旋儿
xuanfa 选法
xuanfei 宣肺
xuanfeng 旋风
xuanfu 悬浮
xuangao 宣告
xuangou 选购
xuangua 悬挂
xuanguan 选官
xuanhao 选好
xuanhe 悬河
xuanhua 喧哗
xuanhuang 玄黄
xuanji 玄机
xuanjiang 宣讲
xuanjin 旋紧
xuanju 选举
xuankao 选考
xuanke 选课
xuankong 悬空
xuankuang 选矿
xuanlan 绚烂
xuanli 绚丽
xuanliao 选料
xuanlu 选录
xuanlv 旋律
xuanmiao 玄妙
xuanmin 选民
xuanmu 炫目
xuannao 喧闹
xuannian 悬念
xuanniu 旋钮
xuanpai 选派
xuanpan 宣判
xuanpei 选配
xuanpiao 选票
xuanpin 选聘
xuanqing 玄青
xuanqu 选取
xuanran 渲染
xuanrang 喧嚷
xuanren 选人
xuanru 选入
xuanse 玄色
xuanshang 悬赏
xuansheng 喧声
xuanshi 宣誓
xuanshou 选手
xuanshu 悬殊
xuansuo 悬索
xuanta 选他
xuantang 萱堂
xuanteng 喧腾
xuanti 选题
xuantian 喧阗
xuantiao 悬挑
xuanting 悬停
xuantong 宣统
xuanwan 悬腕
xuanwei 宣慰
xuanwo 旋涡
xuanwu 玄武
xuanxian 选线
xuanxiang 选项
xuanxiao 喧嚣
xuanxie 宣泄
xuanxing 选型
xuanxiu 选修
xuanxu 玄虚
xuanxue 玄学
xuanya 悬崖
xuanyan 宣言
xuanyang 宣扬
xuanyao 炫耀
xuanyi 选译
xuanyong 选用
xuanyu 选育
xuanyuan 玄远
xuanyun 眩晕
xuanzai 悬在
xuanzang 玄奘
xuanze 选择
xuanzhan 宣战
xuanzhe 悬着
xuanzhi 选址
xuanzhong 选中
xuanzhou 宣州
xuanzhuan 旋转
xuanzhun 选准
xuanzi 选自
xuanzong 玄宗
xuanzuo 选作
xubao 虚报
xubian 续编
xubiao 续表
xubie 叙别
xubu 徐步
xuchang 许昌
xuchi 徐迟
xuci 虚词
xudao 絮叨
xudian 虚点
xudiao 需调
xuduan 续断
xuduo 许多
xueba 学吧
xuebai 雪白
xuebao 雪豹
xuebeng 雪崩
xuebu 学不
xuechang 学唱
xuecun 雪村
xuedao 学到
xuede 学得
xuedi 雪地
xuedong 学懂
xueduo 学多
xueer 学而
xuefa 学法
xuefei 学费
xuefen 学分
xuefeng 雪峰
xuefu 学府
xuegao 雪糕
xuege 学个
xueguai 学乖
xueguan 血管
xueguo 学过
xuehai 学海
xuehao 学好
xuehou 雪厚
xuehua 雪花
xuehui 学会
xueji 学籍
xuejia 雪茄
xuejian 削减
xuejiang 血浆
xuejie 学界
xuejing 雪景
xuejiu 学究
xueju 学具
xueke 学科
xuelai 学来
xuele 学了
xuelei 血泪
xueli 学历
xuelian 雪莲
xueliang 雪亮
xueliu 血流
xueming 学名
xuenian 学年
xuepai 学派
xueping 削平
xuepo 血泊
xueqi 学期
xueqiao 雪橇
xueqin 雪芹
xueqing 血清
xueqiu 雪球
xueren 学人
xuerou 血肉
xueruo 削弱
xueshan 雪山
xueshang 学上
xueshe 学社
xuesheng 学生
xueshi 学时
xueshu 学术
xueshui 雪水
xueshuo 学说
xuesi 血丝
xuesong 雪松
xuetang 学堂
xuetian 雪天
xuetong 血统
xuetou 噱头
xuetu 学徒
xuewan 学完
xuewei 学位
xuewen 学问
xuewu 学武
xuexi 学习
xuexia 雪下
xuexiao 学校
xuexue 学学
xueyang 血氧
xueye 血液
xueyi 学医
xueyu 雪域
xueyuan 学院
xuezhang 学长
xuezhe 学者
xuezheng 血症
xuezhi 学制
xuezhong 雪中
xuezi 学子
xufa 须发
xufan 絮烦
xufang 需方
xugei 许给
xugong 叙功
xugou 虚构
xugu 虚谷
xuguo 许国
xuhang 续航
xuhao 序号
xuheng 许衡
xuhong 蓄洪
xuhua 虚化
xuhuai 虚怀
xuhuan 虚幻
xuhuang 虚晃
xuji 续集
xujia 虚假
xujiang 需将
xujing 需经
xujiu 许久
xuke 许可
xukong 虚空
xukua 虚夸
xulao 徐老
xuli 蓄力
xulie 序列
xulou 许楼
xumei 须眉
xuming 虚名
xumou 徐某
xumu 畜牧
xunan 巡按
xunbu 巡捕
xuncha 巡查
xunchang 寻常
xunchi 训斥
xundao 寻到
xunde 寻得
xunfang 寻访
xunfeng 熏风
xunfu 驯服
xungen 寻根
xungeng 巡更
xungu 循古
xunguan 巡官
xunguo 殉国
xunhang 巡航
xunhao 讯号
xunhei 熏黑
xunhua 驯化
xunhuan 循环
xunhui 巡回
xuni 虚拟
xunji 迅疾
xunjian 巡检
xunjiang 浔江
xunjie 迅捷
xunjing 巡警
xunjue 勋爵
xunkan 旬刊
xunli 巡礼
xunlian 训练
xunling 训令
xunlu 驯鹿
xunluo 巡逻
xunmeng 迅猛
xunmi 寻觅
xunnan 殉难
xunqi 汛期
xunqin 寻亲
xunqing 汛情
xunqiu 寻求
xunren 寻人
xunrou 熏肉
xunse 逊色
xunshan 巡山
xunsheng 循声
xunshi 巡视
xunshou 驯熟
xunsi 寻思
xunsu 迅速
xuntao 熏陶
xuntian 巡天
xunuo 许诺
xunwei 寻味
xunwen 询问
xunwu 寻物
xunxi 讯息
xunxian 浚县
xunxiang 熏香
xunxin 寻衅
xunxing 巡行
xunxun 醺醺
xunyan 巡演
xunyang 驯养
xunye 勋业
xunyou 巡游
xunyu 逊于
xunzang 殉葬
xunzhang 勋章
xunzhao 寻找
xunzhe 循着
xunzhen 巡诊
xunzhi 寻址
xunzi 荀子
xupei 许配
xuqi 吁气
xuqiu 需求
xuqu 序曲
xuri 旭日
xurong 虚荣
xuruo 虚弱
xushan 恤衫
xushen 许慎
xusheng 嘘声
xushi 叙事
xushou 徐寿
xushu 叙述
xushui 蓄水
xushuo 叙说
xusuo 需索
xutan 虚谈
xuwan 续完
xuwang 虚妄
xuwei 虚伪
xuwen 序文
xuwu 虚无
xuxi 徐熙
xuxia 许下
xuxian 虚线
xuxiang 需向
xuxie 续写
xuxin 虚心
xuxing 徐行
xuxu 徐徐
xuyan 序言
xuyang 畜养
xuyao 需要
xuyi 蓄意
xuyong 需用
xuyou 需由
xuyu 须臾
xuyuan 许愿
xuzhan 续展
xuzhi 须知
xuzhou 徐州
xuzhuang 絮状
xuzi 虚字
xuzu 续租
yaan 雅安
yaba 哑巴
yaban 压板
yabi 崖壁
yabian 压扁
yachen 亚琛
yacheng 压成
yachi 牙齿
yachong 蚜虫
yachu 压出
yachuang 牙床
yadan 鸭蛋
yadang 亚当
yadao 压倒
yade 压得
yadi 压低
yadian 雅典
yading 压顶
yadong 亚东
yafei 亚非
yafu 衙府
yagao 牙膏
yagou 牙垢
yaguan 牙关
yaguang 哑光
yaguo 压过
yahu 雅虎
yahuai 压坏
yahuang 压簧
yahui 押回
yaji 丫髻
yajiang 压降
yajie 押解
yajin 押金
yajing 压境
yaju 哑剧
yajun 亚军
yake 亚科
yakua 压垮
yali 压力
yaling 哑铃
yama 亚麻
yamen 衙门
yamin 压敏
yanai 烟霭
yanan 延安
yanba 盐巴
yanbi 岩壁
yanbian 演变
yanbing 眼病
yanbo 烟波
yanbu 眼部
yancang 掩藏
yancao 烟草
yanceng 岩层
yancha 严查
yanchang 延长
yanchen 烟尘
yancheng 严惩
yanchi 延迟
yanchong 眼虫
yanchu 演出
yanci 言辞
yancong 烟囱
yandai 烟袋
yandang 延宕
yandao 烟道
yande 演得
yandeng 烟灯
yandi 眼底
yandian 眼点
yandong 岩洞
yandu 研读
yanei 衙内
yaner 燕儿
yanfa 研发
yanfan 厌烦
yanfang 严防
yanfen 盐分
yanfu 严复
yangai 掩盖
yangao 眼高
yangban 样板
yangben 样本
yangbian 扬鞭
yangbing 养病
yangbo 杨波
yangbu 洋布
yangcan 养蚕
yangcao 羊草
yangchang 羊肠
yangche 洋车
yangchen 扬尘
yangcheng 养成
yangchu 养出
yangchun 阳春
yangcong 洋葱
yangdong 阳东
yangdu 杨度
yangduan 洋缎
yange 严格
yanger 样儿
yangfan 扬帆
yangfang 洋房
yangfen 养分
yangfu 养父
yanggao 羊羔
yangge 秧歌
yanggong 佯攻
yangguan 仰观
yangguang 阳光
yangguo 养过
yanghai 洋海
yanghang 央行
yanghao 羊毫
yanghe 阳河
yanghong 洋红
yanghu 养护
yanghua 氧化
yanghuai 洋槐
yanghui 杨辉
yanghuo 养活
yangji 养鸡
yangjia 养家
yangjiang 阳江
yangjiao 羊角
yangjiu 洋酒
yangke 阳刻
yanglai 仰赖
yanglao 养老
yangli 阳历
yangliang 氧量
yangliao 养料
yangliu 杨柳
yangma 养马
yangmao 羊毛
yangmei 杨梅
yangmian 仰面
yangmiao 秧苗
yangming 阳明
yangmou 杨某
yangmu 仰慕
yangnai 羊奶
yangnv 养女
yangpai 羊排
yangpi 羊皮
yangpin 样品
yangpo 阳坡
yangpu 杨浦
yangqi 氧气
yangqian 洋钱
yangqin 扬琴
yangqiu 央求
yangqu 阳曲
yangqun 羊群
yangren 洋人
yangrong 羊绒
yangrou 羊肉
yangrui 杨瑞
yangsen 杨森
yangshan 扬善
yangshang 洋商
yangshen 养身
yangsheng 养生
yangshi 样式
yangshou 扬手
yangshu 杨树
yangshui 羊水
yangshuo 杨朔
yangtai 阳台
yangtian 仰天
yangtiao 样条
yangtie 洋铁
yangtou 仰头
yangtuo 羊驼
yanguan 严管
yanguang 眼光
yanguo 燕国
yangwang 仰望
yangwen 阳文
yangwo 仰卧
yangwu 洋务
yangxi 养息
yangxia 养虾
yangxin 养心
yangxing 阳性
yangxiong 扬雄
yangxiu 杨修
yangya 养鸭
yangyan 扬言
yangyang 样样
yangyi 洋溢
yangyong 仰泳
yangyu 养育
yangyun 阳韵
yangzai 养在
yangzhang 仰仗
yangzhe 仰着
yangzhen 杨震
yangzhi 养殖
yangzhong 扬中
yangzhou 扬州
yangzi 样子
yanhai 沿海
yanhan 严寒
yanhang 雁行
yanhe 沿河
yanhong 眼红
yanhou 咽喉
yanhu 掩护
yanhua 烟花
yanhuan 延缓
yanhuang 炎黄
yanhui 宴会
yanhuo 烟火
yani 亚尼
yanji 演技
yanjia 严加
yanjian 眼见
yanjiang 演讲
yanjiao 眼角
yanjie 眼界
yanjin 严禁
yanjing 眼睛
yanjiu 研究
yanju 烟具
yanjuan 厌倦
yanjun 严峻
yankan 眼看
yanke 眼科
yankong 严控
yankou 掩口
yanku 严酷
yankuang 眼眶
yanlan 延揽
yanlei 眼泪
yanli 眼里
yanlian 演练
yanliang 炎凉
yanliao 颜料
yanling 严令
yanlu 沿路
yanlun 言论
yanluo 阎罗
yanmai 掩埋
yanmei 烟煤
yanmen 雁门
yanmi 严密
yanmian 颜面
yanmie 湮灭
yanmin 烟民
yanming 严明
yanmo 淹没
yanmu 眼目
yanpan 研判
yanpi 眼皮
yanpiao 验票
yanpin 延聘
yanqi 延期
yanqian 眼前
yanqiang 烟枪
yanqing 宴请
yanqiu 眼球
yanquan 眼圈
yanque 燕雀
yanqun 雁群
yanran 俨然
yanre 炎热
yanrong 岩溶
yanrou 腌肉
yanse 颜色
yanshan 燕山
yanshang 盐商
yanshao 延烧
yanshe 衍射
yanshen 眼神
yansheng 衍生
yanshi 演示
yanshou 验收
yanshu 眼熟
yanshuang 眼霜
yanshui 盐水
yanshuo 演说
yansi 淹死
yansu 严肃
yansuan 盐酸
yansui 研碎
yanta 雁塔
yantai 烟台
yantan 言谈
yantao 研讨
yanti 岩体
yantong 咽痛
yantou 烟头
yantu 沿途
yanuo 亚诺
yanwang 阎王
yanwei 燕尾
yanwen 谚文
yanwo 眼窝
yanwu 厌恶
yanxi 演戏
yanxia 眼下
yanxian 沿线
yanxie 验血
yanxing 言行
yanxu 延续
yanxue 研学
yanxun 烟熏
yanya 眼压
yanyan 艳艳
yanyang 厌氧
yanye 烟叶
yanyi 演绎
yanyin 烟瘾
yanying 掩映
yanyong 沿用
yanyu 言语
yanyuan 演员
yanyun 烟云
yanzhan 延展
yanzhao 燕赵
yanzhe 沿着
yanzhen 雁阵
yanzheng 验证
yanzhi 研制
yanzhong 严重
yanzhou 兖州
yanzhu 眼珠
yanzhuang 严妆
yanzhuo 眼拙
yanzi 燕子
yanzou 演奏
yanzui 烟嘴
yaoai 要隘
yaobai 摇摆
yaoban 耀斑
yaobao 腰包
yaobei 腰背
yaobi 摇臂
yaobian 要变
yaobu 要不
yaocai 药材
yaoce 遥测
yaochang 药厂
yaoche 摇车
yaocheng 要成
yaochi 瑶池
yaochong 要冲
yaochu 要出
yaochuan 谣传
yaochuang 摇床
yaodai 腰带
yaodang 摇荡
yaodao 腰刀
yaodian 要点
yaodiao 咬掉
yaodong 摇动
yaodu 要读
yaofan 要饭
yaofang 药房
yaofen 药粉
yaofu 腰腹
yaogan 遥感
yaogao 药膏
yaogong 邀功
yaogu 腰鼓
yaoguai 妖怪
yaoguan 要管
yaogun 摇滚
yaohai 要害
yaohao 要好
yaohe 吆喝
yaohua 要花
yaohuai 咬坏
yaohuan 要换
yaohuang 摇晃
yaohui 要会
yaoji 药剂
yaojia 要加
yaojian 要件
yaojiang 摇奖
yaojie 要接
yaojin 要紧
yaojing 妖精
yaojue 要诀
yaokai 要开
yaokong 遥控
yaolai 要来
yaolan 摇篮
yaoli 腰里
yaoling 要领
yaolu 窑炉
yaolun 要论
yaoluo 摇落
yaolve 要略
yaome 要么
yaomei 妖媚
yaomin 瑶民
yaoming 要命
yaomo 妖魔
yaomou 姚某
yaomu 耀目
yaonai 姚鼐
yaoneng 要能
yaopei 要配
yaopian 药片
yaopin 药品
yaopo 咬破
yaoqi 妖气
yaoqian 要钱
yaoqiang 要强
yaoqing 邀请
yaoqiu 要求
yaorao 妖娆
yaorun 要润
yaosai 要塞
yaoshan 瑶山
yaoshang 腰上
yaoshao 要少
yaoshe 要射
yaoshen 腰身
yaoshi 要是
yaoshou 摇手
yaoshu 要数
yaoshui 药水
yaoshun 尧舜
yaoshuo 要说
yaosi 要死
yaosu 要素
yaosui 姚燧
yaotiao 窈窕
yaotong 要同
yaotou 摇头
yaotu 要图
yaotui 腰腿
yaou 亚欧
yaowan 药丸
yaowang 遥望
yaowen 遥闻
yaowu 药物
yaoxiang 遥想
yaoxiao 药效
yaoxiu 要修
yaoxuan 要选
yaoxue 要学
yaoya 咬牙
yaoyan 谣言
yaoyang 摇漾
yaoyao 遥遥
yaoye 摇曳
yaoyi 要义
yaoyong 要用
yaoyuan 遥远
yaoyue 要约
yaoyun 摇匀
yaozao 要造
yaozhang 要涨
yaozhe 摇着
yaozheng 要争
yaozhi 要旨
yaozhou 耀州
yaozhu 咬住
yaozhuang 要装
yaozhui 腰椎
yaozhuo 谣诼
yaozi 咬字
yaozu 瑶族
yaozuo 要作
yapian 鸦片
yaping 压平
yapo 压迫
yaqi 氩气
yaqian 牙签
yaqiang 压强
yaqu 雅趣
yaqun 鸭群
yaru 压入
yashang 压上
yasheng 哑声
yashi 压实
yashu 亚述
yashua 牙刷
yasi 亚斯
yasong 押送
yasui 压碎
yasuo 压缩
yata 压塌
yatai 亚太
yatang 鸭汤
yati 芽体
yatie 亚铁
yatong 压痛
yatou 丫头
yatui 压腿
yawan 压弯
yaxia 压下
yaxing 雅兴
yaya 呀呀
yayan 雅言
yayi 压抑
yayin 压印
yayue 雅乐
yayun 押韵
yazai 压在
yazha 压榨
yazhang 鸭掌
yazhe 压着
yazhi 压制
yazhong 亚种
yazhou 亚洲
yazhu 压住
yazi 鸭子
yean 液氨
yeba 也罢
yeban 夜班
yebiao 页表
yebing 叶柄
yecai 野菜
yecan 野餐
yecao 野草
yechao 叶超
yecheng 叶城
yechui 野炊
yedan 液氮
yedeng 夜灯
yedi 野地
yedian 野店
yedu 夜读
yefan 夜饭
yefeng 夜风
yegeng 叶梗
yegong 夜工
yegou 野狗
yeguang 夜光
yeguo 野果
yehai 液氦
yehao 也好
yehua 液化
yehuo 野火
yeji 业绩
yejian 夜间
yejie 业界
yejin 冶金
yejing 液晶
yeke 椰壳
yekong 夜空
yelai 夜来
yelan 夜阑
yelang 夜郎
yeleng 液冷
yeli 夜里
yelian 冶炼
yelin 椰林
yelun 叶轮
yeluo 叶落
yelv 野驴
yema 野马
yemai 叶脉
yeman 野蛮
yemao 野猫
yemen 也门
yemian 页面
yemo 液膜
yemu 夜幕
yenei 业内
yeniang 爷娘
yeniao 野鸟
yeniu 野牛
yepao 液泡
yepian 叶片
yepiao 椰瓢
yeqin 野禽
yeqing 液氢
yequ 夜曲
yeren 野人
yerou 叶肉
yese 夜色
yeshen 夜深
yesheng 野生
yeshi 夜市
yeshou 野兽
yeshu 页数
yesu 耶稣
yetai 液态
yetan 夜谈
yeti 液体
yetie 冶铁
yeting 叶挺
yetu 野兔
yewai 野外
yewan 夜晚
yewang 野望
yewei 液位
yewen 叶问
yewo 腋窝
yewu 业务
yexi 夜袭
yexia 腋下
yexiang 液相
yexiao 夜宵
yexin 野心
yexing 野性
yexu 也许
yexun 夜巡
yeya 液压
yeyan 夜宴
yeye 爷爷
yeyi 业已
yeying 野营
yeyou 夜游
yeyu 业余
yeyuan 叶缘
yezhi 椰汁
yezhong 夜中
yezhu 业主
yezi 叶子
yian 一案
yiba 一把
yibai 一百
yiban 一般
yibang 一帮
yibao 医保
yibei 一杯
yiben 一本
yibi 一笔
yibian 一边
yibiao 仪表
yibie 一别
yibin 宜宾
yibing 一并
yibo 一波
yibu 一部
yicai 异彩
yican 一餐
yicang 义仓
yicao 刈草
yice 一侧
yiceng 一层
yicha 一查
yichan 遗产
yichang 一场
yichao 蚁巢
yiche 一车
yicheng 已成
yichi 一尺
yichu 一处
yichuan 遗传
yichui 一吹
yichun 乙醇
yici 一次
yicong 一丛
yicun 一寸
yida 一大
yidai 一代
yidan 一旦
yidao 一道
yide 以德
yideng 一等
yidi 异地
yidian 一点
yidiao 移掉
yidie 一叠
yiding 一定
yidong 移动
yidou 一抖
yidu 一度
yiduan 一段
yidui 一堆
yidun 一顿
yiduo 一朵
yier 一二
yifa 依法
yifan 一翻
yifang 乙方
yifei 亦非
yifen 一份
yifeng 一封
yifu 衣服
yigai 一概
yigan 乙肝
yigang 一缸
yigao 已高
yige 一个
yigen 一根
yigong 一共
yigou 异构
yigu 一股
yigua 一挂
yiguan 衣冠
yigui 衣柜
yigun 一棍
yiguo 一国
yihai 遗骸
yihan 遗憾
yihang 一行
yihao 一号
yihe 一盒
yihei 一黑
yihen 遗恨
yihong 一泓
yihou 以后
yihu 一户
yihua 异化
yihuan 一环
yihuang 一晃
yihui 一会
yihun 已婚
yihuo 疑惑
yiji 以及
yijia 一家
yijian 意见
yijiang 一讲
yijiao 移交
yijie 一节
yijin 一斤
yijing 已经
yijiu 依旧
yiju 一句
yijuan 一卷
yijue 已决
yijun 抑菌
yikai 移开
yikan 一看
yikao 依靠
yike 一颗
yikong 一空
yikou 一口
yiku 衣裤
yikuai 一块
yikuan 一款
yikun 一捆
yila 一拉
yilai 以来
yilan 一栏
yilang 伊朗
yilao 一老
yilei 一类
yili 毅力
yilian 一脸
yiliang 一辆
yiliao 医疗
yilie 一列
yiling 衣领
yiliu 一流
yilong 翼龙
yilou 遗漏
yilu 一路
yilun 议论
yiluo 遗落
yilv 一律
yima 译码
yimai 义卖
yiman 已满
yimang 一忙
yimao 衣帽
yimei 一枚
yimen 一门
yimeng 一梦
yimi 一米
yimian 一面
yimiao 疫苗
yimie 已灭
yimin 移民
yiming 一名
yimo 一抹
yimu 一幕
yinan 以南
yinba 印巴
yinbai 银白
yinban 印版
yinbao 引爆
yinbei 银杯
yinben 印本
yinbi 银币
yinbian 音变
yinbiao 音标
yinbing 因病
yinbu 阴部
yincai 因材
yincan 阴惨
yincang 隐藏
yincha 饮茶
yinchang 吟唱
yinchao 殷朝
yinchen 阴沉
yincheng 音程
yinchu 引出
yinchuan 银川
yinci 因此
yindang 淫荡
yindao 引导
yinde 引得
yindi 因地
yindian 阴电
yindiao 音调
yindong 引动
yindu 印度
yinduo 吲哚
yine 吟哦
yinei 以内
yineng 已能
yiner 因而
yinfa 引发
yinfang 印方
yinfeng 阴风
yinfu 音符
yingan 阴干
yingao 音高
yingbang 英镑
yingben 影本
yingbi 硬币
yingbian 应变
yingbin 迎宾
yingcai 英才
yingchen 映衬
yingcheng 应承
yingchi 英尺
yingchou 应酬
yingchu 映出
yingchuan 颍川
yingchun 迎春
yingcong 应从
yingcun 英寸
yingda 应答
yingdai 映带
yingdang 应当
yingdao 应道
yingde 赢得
yingdi 营地
yingding 硬顶
yingdu 硬度
yingdui 应对
yingduo 应多
yinge 硬腭
yingen 银根
yinger 婴儿
yingfa 英法
yingfang 营房
yingfeng 迎风
yingfu 应付
yinggai 应该
yinggan 硬干
yingge 莺歌
yinggei 应给
yingguang 荧光
yingguo 英国
yinghai 婴孩
yinghan 英汉
yinghe 迎合
yinghua 樱花
yinghuai 盈怀
yinghuan 瀛寰
yinghui 应会
yinghun 英魂
yingji 应急
yingjia 赢家
yingjian 硬件
yingjiao 应交
yingjie 迎接
yingjin 应尽
yingjing 荥经
yingjiu 营救
yingju 影剧
yingjun 英俊
yingkao 应考
yingke 迎客
yingkou 营口
yingkui 盈亏
yinglai 迎来
yinglang 硬朗
yinglei 营垒
yingli 盈利
yinglian 楹联
yinglie 英烈
yingluo 璎珞
yingman 盈满
yingmao 缨帽
yingmei 英美
yingmen 应门
yingmi 影迷
yingmian 迎面
yingming 英名
yingmu 英亩
yingna 应纳
yingnuo 应诺
yingong 因工
yingpan 硬盘
yingpian 影片
yingpin 应聘
yingping 荧屏
yingqi 硬气
yingqian 营前
yingqin 迎亲
yingqu 赢取
yingrao 萦绕
yingren 英人
yingri 映日
yingru 映入
yingrun 莹润
yingshan 英山
yingshang 硬伤
yingshe 映射
yingshen 迎神
yingsheng 应声
yingshi 影视
yingshou 应受
yingshu 英属
yingshui 硬水
yingshuo 应说
yingsong 迎送
yingsu 应诉
yingtan 鹰潭
yingtao 樱桃
yingti 莺啼
yingtian 应天
yingting 硬挺
yingu 因故
yinguang 银光
yinguo 因果
yingwang 英王
yingwei 应为
yingwen 英文
yingwu 鹦鹉
yingxi 影戏
yingxian 应先
yingxiang 影响
yingxiao 营销
yingxie 影写
yingxin 迎新
yingxing 影星
yingxiong 英雄
yingxu 应许
yingxuan 应选
yingyan 应验
yingyang 营养
yingyao 应邀
yingye 营业
yingyi 应以
yingyin 影音
yingying 盈盈
yingyong 应用
yingyou 应有
yingyu 英语
yingyuan 影院
yingyun 营运
yingzao 营造
yingzhan 迎战
yingzhang 营长
yingzhao 映照
yingzhe 迎着
yingzheng 应征
yingzhi 硬质
yingzhong 营中
yingzhou 瀛洲
yingzhuang 硬装
yingzi 影子
yinhan 隐含
yinhang 银行
yinhao 引号
yinhe 银河
yinhen 印痕
yinhua 印花
yinhuan 隐患
yinhui 淫秽
yinhuo 引火
yini 旖旎
yinian 一年
yining 伊宁
yinji 印记
yinjia 银价
yinjian 引荐
yinjiang 银奖
yinjiao 引脚
yinjie 音节
yinjin 引进
yinjing 银镜
yinjiu 饮酒
yinju 隐居
yinjun 印军
yinke 阴刻
yinkong 音孔
yinku 银库
yinlai 引来
yinleng 阴冷
yinli 引力
yinlian 银联
yinliang 音量
yinliao 饮料
yinling 引领
yinliu 引流
yinlu 引路
yinlun 引论
yinlv 音律
yinma 饮马
yinmai 阴霾
yinman 隐瞒
yinmen 阴门
yinmi 隐秘
yinmian 阴面
yinming 音名
yinmo 隐没
yinmou 阴谋
yinmu 银幕
yinni 隐匿
yinnian 因年
yinou 印欧
yinpai 银牌
yinpan 银盘
yinpiao 银票
yinpin 音频
yinping 银瓶
yinpo 阴坡
yinqi 引起
yinqian 银钱
yinqiao 引桥
yinqin 殷勤
yinqing 引擎
yinqu 隐去
yinquan 银圈
yinran 引燃
yinren 引人
yinrou 阴柔
yinru 引入
yinse 银色
yinsen 阴森
yinshan 银山
yinshang 殷商
yinshe 银蛇
yinshen 隐身
yinshi 饮食
yinshou 因受
yinshu 引述
yinshua 印刷
yinshui 饮水
yinsi 隐私
yinsong 吟诵
yinsu 因素
yintai 银泰
yinti 引体
yintian 阴天
yintui 隐退
yinu 一怒
yinwei 因为
yinwen 引文
yinwu 印务
yinxian 引线
yinxiang 印象
yinxiao 音效
yinxin 音信
yinxing 隐形
yinxu 殷墟
yinxun 音讯
yinya 喑哑
yinyan 引言
yinyang 阴阳
yinyao 饮药
yinyi 音译
yinyin 隐隐
yinying 阴影
yinyong 引用
yinyou 引诱
yinyu 阴雨
yinyuan 因缘
yinyue 音乐
yinyun 阴云
yinzai 印在
yinzhang 印章
yinzhe 印着
yinzheng 印证
yinzhi 音质
yinzhong 引种
yinzhu 银烛
yinzhun 音准
yinzi 银子
yipai 一派
yipan 一盘
yipang 一旁
yipen 一盆
yipeng 一碰
yipi 一批
yipian 一片
yipiao 一票
yipie 一瞥
yipin 一品
yiping 一瓶
yiqi 一起
yiqian 以前
yiqiao 一瞧
yiqie 一切
yiqing 疫情
yiqiu 以求
yiqu 一曲
yiquan 一圈
yique 乙炔
yiqun 一群
yiran 依然
yire 一热
yiren 一人
yiri 一日
yirong 易溶
yiru 一如
yisao 一扫
yise 异色
yishan 一闪
yishang 以上
yishao 一勺
yishen 一身
yisheng 医生
yishi 一是
yishou 一手
yishu 艺术
yishuang 一双
yishui 易水
yishun 一瞬
yishuo 一说
yisi 意思
yisong 移送
yisou 一艘
yisuan 乙酸
yisui 易碎
yisun 易损
yisuo 一所
yitai 一台
yitan 一探
yitang 一趟
yitao 一套
yiti 一体
yitian 一天
yitiao 一条
yitie 一帖
yitong 一同
yitou 一头
