abuzhabi 阿布扎比
tongguiyujin 同归于尽
tongjidaxue 同济大学
tongjindagu 通今达古
tonglikezheng 同理可证
tongmuyifu 同母异父
tongqiangtiebi 铜墙铁壁
tongqingdali 通情达理
tongshicaoge 同室操戈
tongsouwuqi 童叟无欺
tongsuyixing 同素异形
tongtongkuaikuai 痛痛快快
tongxinjishou 痛心疾首
tongxinxieli 同心协力
tongzhangongzuo 统战工作
tongzhongyouyi 同中有异
tongzhoudianlan 同轴电缆
tongzhougongji 同舟共济
toubajiaoyi 头把交椅
toubicongrong 投笔从戎
touqisuohao 投其所好
toushuiloushui 偷税漏税
toutaobaoli 投桃报李
toutengnaore 头疼脑热
toutoushidao 头头是道
touzhongjiaoqing 头重脚轻
tubengwajie 土崩瓦解
tuduobianxing 凸多边形
tufaqixiang 突发奇想
tufeimengjin 突飞猛进
tugeniefu 屠格涅夫
tuibozhulan 推波助澜
tuichenchuxin 推陈出新
tuierguangzhi 推而广之
tuierjiewang 退而结网
tuigenghuanlin 退耕还林
tuijijiren 推己及人
tuituisangsang 推推搡搡
tuiwujunren 退伍军人
tuixinzhifu 推心置腹
tulufanshi 吐鲁番市
tunjijuqi 囤积居奇
tunlexiaqu 吞了下去
tuntuntutu 吞吞吐吐
tuochanxuexi 脱产学习
tuoersitai 托尔斯泰
tuogufengjin 托古讽今
tuogugaizhi 托古改制
tuojiangzhima 脱缰之马
tuokouerchu 脱口而出
tuolajichang 拖拉机厂
tuonidaishui 拖泥带水
tuotaihuangu 脱胎换骨
tuoyingerchu 脱颖而出
turuqilai 突如其来
tushengtuzhang 土生土长
tushuguanxue 图书馆学
tutoutunao 土头土脑
tuwenbingmao 图文并茂
tuyouqibiao 徒有其表
tuzhimofen 涂脂抹粉
waerdenghu 瓦尔登湖
waibaiduqiao 外白渡桥
waigaojiasuo 外高加索
waiqinrenyuan 外勤人员
waiwaixiexie 歪歪斜斜
waixinganling 外兴安岭
waizufumu 外祖父母
wanbanwunai 万般无奈
wanbudeyi 万不得已
waneryixiao 莞尔一笑
wanfumokai 万夫莫开
wangerquebu 望而却步
wangershengwei 望而生畏
wangguomiezhong 亡国灭种
wangmangcuanhan 王莽篡汉
wangmingzhitu 亡命之徒
wangmuniangniang 王母娘娘
wanguogongfa 万国公法
wangwenwenqie 望闻问切
wangyangbulao 亡羊补牢
wangyangxingtan 望洋兴叹
wangyanyuchuan 望眼欲穿
wangzichenglong 望子成龙
wangzizunda 妄自尊大
wanhuzhishou 玩忽职守
wanjiebufu 万劫不复
wanlaijuji 万籁俱寂
wanmabenteng 万马奔腾
wanmeiwuque 完美无缺
wannianjuhui 万念俱灰
wanshibugong 玩世不恭
wanshuiqianshan 万水千山
wanuatu 瓦努阿图
wanwanquanquan 完完全全
wanwuyishi 万无一失
wanyouyinli 万有引力
wanzhuanyouyang 宛转悠扬
wanziqianhong 万紫千红
weibiansanjue 韦编三绝
weibubushi 胃部不适
weibuzudao 微不足道
weichengnianren 未成年人
weichuliqi 微处理器
weidanbaimei 胃蛋白酶
weidianzixue 微电子学
weidimala 危地马拉
weiduoliya 维多利亚
weifaluanji 违法乱纪
weifanggaizao 危房改造
weifeizuodai 为非作歹
weifenglinlin 威风凛凛
weifuburen 为富不仁
weihujiegou 围护结构
weihuqiwei 微乎其微
weijibaike 维基百科
weijifenxue 微积分学
weijiniya 维吉尼亚
weijinzhiji 为今之计
weijirenchen 位极人臣
weijisifu 危机四伏
weijupaishe 微距拍摄
weikongzhiqi 微控制器
weilishitu 唯利是图
weimanzhouguo 伪满洲国
weimiaoweixiao 惟妙惟肖
weiminqingming 为民请命
weineiruila 委内瑞拉
weinisiren 威尼斯人
weiquqiuquan 委曲求全
weiranchengfeng 蔚然成风
weishanzuile 为善最乐
weishengwuxue 微生物学
weishiguowan 为时过晚
weishishangzao 为时尚早
weishiyiwan 为时已晚
weisikangxing 威斯康星
weisuoyuwei 为所欲为
weiwaerdi 维瓦尔第
weiweidaguan 蔚为大观
weiweidaolai 娓娓道来
weiweijiuzhao 围魏救赵
weiweiliansheng 唯唯连声
weiweizhuangguan 蔚为壮观
weiwudexin 惟吾德馨
weiwueryu 维吾尔语
weiwuerzu 维吾尔族
weiwushiguan 唯物史观
weiwuzhishi 威武之师
weiwuzhuyi 唯物主义
weixiaowendi 魏孝文帝
weixinshiguan 唯心史观
weixinzhuyi 唯心主义
weiyandayi 微言大义
weiyansongting 危言耸听
weiyuchoumou 未雨绸缪
weizhiyixin 为之一新
weizhuidujie 围追堵截
weizuiqiantao 畏罪潜逃
wenbuerdeng 温布尔登
wencaoshengquan 稳操胜券
wenchenwujiang 文臣武将
wencongzishun 文从字顺
wenfangsibao 文房四宝
wenfengsangdan 闻风丧胆
wengniuteqi 翁牛特旗
wenguzhixin 温故知新
wengwengyuyu 蓊蓊郁郁
wenjingzhizhi 文景之治
wenjiqiwu 闻鸡起舞
wenqingmomo 温情脉脉
wenrenyashi 文人雅士
wensibudong 纹丝不动
wensuoweiwen 闻所未闻
wenwenerya 温文尔雅
wenxindiaolong 文心雕龙
wenyizaidao 文以载道
wenyizhishi 闻一知十
wenzhawenda 稳扎稳打
wenzhezujie 闻者足戒
wenzhongqiujin 稳中求进
wenzhongyoujiang 稳中有降
woganchuandong 蜗杆传动
woxinchangdan 卧薪尝胆
woyeqianli 沃野千里
wubenzhimu 无本之木
wuchanjieji 无产阶级
wuchubuzai 无处不在
wuchuqiyou 无出其右
wudaidangfeng 吴带当风
wudaishiguo 五代十国
wudalianchi 五大连池
wudangwupai 无党无派
wudongyuzhong 无动于衷
wuebuzuo 无恶不作
wuerwunv 无儿无女
wufuwujun 无父无君
wugongshoulu 无功受禄
wuguangshise 五光十色
wuguidianche 无轨电车
wuhansanzhen 武汉三镇
wuhuabamen 五花八门
wuhuabutan 无话不谈
wuhuakeshuo 无话可说
wujianbucui 无坚不摧
wujingdacai 无精打采
wujingtianze 物竞天择
wujinqiyong 物尽其用
wujiyushi 无济于事
wujuwushu 无拘无束
wukefenggao 无可奉告
wukehoufei 无可厚非
wukejiuyao 无可救药
wukezhiyi 无可置疑
wukongburu 无孔不入
wulaerhe 乌拉尔河
wulanbatuo 乌兰巴托
wulanhaote 乌兰浩特
wulihuitian 无力回天
wuliweijian 物力维艰
wulixuejiang 物理学奖
wulumuqi 乌鲁木齐
wumeidongren 妩媚动人
wumeiqiuzhi 寤寐求之
wunengweili 无能为力
wuqinwugu 无亲无故
wuquanxianfa 五权宪法
wuruqitu 误入歧途
wusacanan 五卅惨案
wusayundong 五卅运动
wusewuxiu 无色无臭
wushengdianhua 无绳电话
wushengwuxi 无声无息
wushenlunzhe 无神论者
wushirenfei 物是人非
wushiwuke 无时无刻
wushiyuren 勿施于人
wushizitong 无师自通
wushuadianji 无刷电机
wusulijiang 乌苏里江
wusuobubao 无所不包
wusuobuzai 无所不在
wutuzaipei 无土栽培
wuwangfazhou 武王伐纣
wuweibuzhi 无微不至
wuweierzhi 无为而治
wuxiaameng 吴下阿蒙
wuxiangyuanze 五项原则
wuxingfanzhi 无性繁殖
wuxingshengzhi 无性生殖
wuxubianfa 戊戌变法
wuxuweixin 戊戌维新
wuxuzhengbian 戊戌政变
wuyanliuse 五颜六色
wuyifujia 无以复加
wuyilunbi 无以伦比
wuyingwuxing 无影无形
wuyingwuzong 无影无踪
wuyishanshi 武夷山市
wuyongzhiyi 毋庸置疑
wuyousuozhi 物有所值
wuyouwulv 无忧无虑
wuyulunbi 无与伦比
wuyuzegang 无欲则刚
wuzangjuquan 五脏俱全
wuzangliufu 五脏六腑
wuzejiamian 无则加勉
wuzhideliang 物质的量
wuzhongquanhui 五中全会
wuzhongshengyou 无中生有
wuzhousihai 五洲四海
wuzibieke 乌兹别克
wuzibieke 乌孜别克
wuzitianshu 无字天书
wuzuqingzhong 无足轻重
xiabiqianyan 下笔千言
xiabuzhaodi 下不着地
xiadaliqi 下大力气
xiaganyidan 侠肝义胆
xiaguangwandao 霞光万道
xialacaidan 下拉菜单
xialajiantou 下拉箭头
xialeyitiao 吓了一跳
xialibaren 下里巴人
xialuxiangfeng 狭路相逢
xiamushushi 夏目漱石
xianduweikuai 先睹为快
xianeryijian 显而易见
xianfazhiren 先发制人
xiangchawuji 相差无几
xiangdeyizhang 相得益彰
xiangfangshefa 想方设法
xiangfuxiangcheng 相辅相成
xiangganshenme 想干什么
xianggebanfa 想个办法
xianggelila 香格里拉
xiangguiminyue 乡规民约
xiangjianheji 相煎何急
xiangleyouxiang 想了又想
xiangrufeifei 想入非非
xiangruyimo 相濡以沫
xiangshouzaihou 享受在后
xiangtibinglun 相提并论
xiangxielishe 香榭丽舍
xiangxingjianchu 相形见绌
xiangyaochumo 降妖除魔
xiangyingchengqu 相映成趣
xiangyiweiming 相依为命
xiangyoukanqi 向右看齐
xiangzuokanqi 向左看齐
xianjinhouchu 先进后出
xianjixiance 献计献策
xianjuetiaojian 先决条件
xianqingyizhi 闲情逸致
xiantingxinbu 闲庭信步
xianwaizhiyin 弦外之音
xianweirenzhi 鲜为人知
xianweisumei 纤维素酶
xianxianghuansheng 险象环生
xianyansuiyu 闲言碎语
xianyihounan 先易后难
xianyunnongqiao 纤云弄巧
xianzaobuce 险遭不测
xiaoerbuda 笑而不答
xiaoguoguamin 小国寡民
xiaohanzhigu 崤函之固
xiaolaoaiqin 孝老爱亲
xiaoleqilai 笑了起来
xiaoluobotou 小萝卜头
xiaosanhexian 小三和弦
xiaoshengchanzhe 小生产者
xiaoshengniji 销声匿迹
xiaoshiliaoliao 小时了了
xiaotidazuo 小题大做
xiaotiqinjia 小提琴家
xiaotiqinqu 小提琴曲
xiaotiqinshou 小提琴手
xiaowanyier 小玩意儿
xiaoxinganling 小兴安岭
xiaoxinyaner 小心眼儿
xiaoxinyiyi 小心翼翼
xiaoyaxiya 小亚细亚
xiaozhiyili 晓之以理
xiaweiyizhou 夏威夷州
xiayijieduan 下一阶段
xiayousuhang 下有苏杭
xibanyaren 西班牙人
xibanyayu 西班牙语
xibolairen 希伯来人
xibuxihuan 喜不喜欢
xibuzijin 喜不自禁
xichuwangwai 喜出望外
xicongtianjiang 喜从天降
xidierzuo 席地而坐
xiefengxiyu 斜风细雨
xieqishoulai 携起手来
xiesidili 歇斯底里
xietianxiedi 谢天谢地
xihuofengshou 喜获丰收
xijieliangyuan 喜结良缘
xilairangwang 熙来攘往
xilihutu 稀里糊涂
xilingyinshe 西泠印社
xilinhaote 锡林浩特
xilixiya 西里西亚
xiluoduode 希罗多德
ximalaya 喜马拉雅
xinanlide 心安理得
xinaoerliang 新奥尔良
xinbuzaiyan 心不在焉
xinchendaixie 新陈代谢
xinchishenwang 心驰神往
xindepianzhang 新的篇章
xindeyiye 新的一页
xindianganying 心电感应
xineryouzheng 信而有征
xinfanyiluan 心烦意乱
xinfuzhihuan 心腹之患
xinganqingyuan 心甘情愿
xingerbuyuan 行而不远
xingershangxue 形而上学
xingfengzuolang 兴风作浪
xinggaocailie 兴高采烈
xinghuojihua 星火计划
xingjiangjiumu 行将就木
xingjideren 性急的人
xingjiyouchi 行己有耻
xingluoqibu 星罗棋布
xingmianyunan 幸免于难
xingrongkugao 形容枯槁
xingsecongcong 行色匆匆
xingshidongzhong 兴师动众
xingshizourou 行尸走肉
xingwanlilu 行万里路
xingweibuduan 行为不端
xingweibujian 行为不检
xingxiaoguli 形销骨立
xingxingsese 形形色色
xingxiushuili 兴修水利
xingxunbigong 刑讯逼供
xingyingxiangdiao 形影相吊
xingyushitai 行御史台
xingzailehuo 幸灾乐祸
xingzhisuozhi 兴之所至
xingzhiyouxiao 行之有效
xinhaozhuandao 信号转导
xinhuangyiluan 心慌意乱
xinjigengsi 心肌梗死
xinjineiya 新几内亚
xinjirufen 心急如焚
xinkuangshenyi 心旷神怡
xinlaojiaoti 新老交替
xinlingshouqiao 心灵手巧
xinmanyizu 心满意足
xinmayoujiang 信马由缰
xinmoxige 新墨西哥
xinpingqihe 心平气和
xinranmingbi 欣然命笔
xinshounianlai 信手拈来
xinuaile 喜怒哀乐
xinwenlianbo 新闻联播
xinwupangwu 心无旁骛
xinxiangshicheng 心想事成
xinxiangwangzhi 心向往之
xinxingshixia 新形势下
xinxinkuku 辛辛苦苦
xinxinnati 辛辛那提
xinxinxiangrong 欣欣向荣
xinxiruokuang 欣喜若狂
xinyinggelan 新英格兰
xinyoulingxi 心有灵犀
xinzhaobuxuan 心照不宣
xiongcaidalve 雄才大略
xiongduojishao 凶多吉少
xiongshenesha 凶神恶煞
xiongshihuxi 胸式呼吸
xiongyouchengzhu 胸有成竹
xipierhuang 西皮二黄
xisahala 西撒哈拉
xishengcailiao 吸声材料
xishengxiqi 细声细气
xishiningren 息事宁人
xishuangbanna 西双版纳
xiuhuabiyue 羞花闭月
xiuhuiqijian 休会期间
xiuqiyugong 休戚与共
xiuqizhiping 修齐治平
xiushenyangxing 修身养性
xiushoupangguan 袖手旁观
xiuwuzhixin 羞恶之心
xiuxiububu 修修补补
xiwenlejian 喜闻乐见
xixilala 稀稀拉拉
xixilidao 西西里岛
xixilili 淅淅沥沥
xixiluoluo 稀稀落落
xixingemian 洗心革面
xixingyuse 喜形于色
xixishushu 稀稀疏疏
xixixiangguan 息息相关
xixixiangtong 息息相通
xiyanbucha 习焉不察
xiyangxixia 夕阳西下
xiyiweichang 习以为常
xuanerweijue 悬而未决
xuanrandabo 轩然大波
xuanxianrenneng 选贤任能
xuanxianyuneng 选贤与能
xuanyanpanduan 选言判断
xubuxuyao 需不需要
xudunianhua 虚度年华
xuechengguilai 学成归来
xuefaweiseng 削发为僧
xuelingertong 学龄儿童
xueqianjiaoyu 学前教育
xueshangjiashuang 雪上加霜
xueyizhiyong 学以致用
xueyousuocheng 学有所成
xuhuairuogu 虚怀若谷
xumouyijiu 蓄谋已久
xunguidaoju 循规蹈矩
xunhuanzuole 寻欢作乐
xunsimihuo 寻死觅活
xunsiwangfa 徇私枉法
xunxinzishi 寻衅滋事
xunxujianjin 循序渐进
xunxunmimi 寻寻觅觅
xunxunshanyou 循循善诱
xunyiwenyao 寻医问药
xunzhangzhaiju 寻章摘句
xuxuduoduo 许许多多
xuxurusheng 栩栩如生
xuyouqibiao 虚有其表
xuzhangshengshi 虚张声势
yagebinpai 雅各宾派
yakeyisheng 牙科医生
yakouwuyan 哑口无言
yalisangna 亚利桑那
yalishanda 亚历山大
yamasunhe 亚马孙河
yamaxunhe 亚马逊河
yameilijia 亚美利加
yameiniya 亚美尼亚
yamiaozhuzhang 揠苗助长
yanbaojiancao 眼保健操
yanbiyouju 言必有据
yanbujiyi 言不及义
yanbuyouzhong 言不由衷
yanchengbudai 严惩不贷
yanchuanshenjiao 言传身教
yancijujue 严词拒绝
yanerbusu 艳而不俗
yanerwuxin 言而无信
yaneryouxin 言而有信
yangchangxiaodao 羊肠小道
yangfengyinwei 阳奉阴违
yangguansandie 阳关三叠
yangjingxurui 养精蓄锐
yangshaowenhua 仰韶文化
yangshengsangsi 养生丧死
yanguoqishi 言过其实
yangweizhongyong 洋为中用
yangwoqizuo 仰卧起坐
yangyangdeyi 扬扬得意
yangyangzide 扬扬自得
yangzhimigao 仰之弥高
yanhualiaoluan 眼花缭乱
yanjianweishi 眼见为实
yanjianyigai 言简意赅
yanjianyishen 言简意深
yanjiushengyuan 研究生院
yanqianyiliang 眼前一亮
yanranyixiao 嫣然一笑
yanshijiaxun 颜氏家训
yanshimeixing 烟视媚行
yansihefeng 严丝合缝
yanwaizhiyi 言外之意
yanwubujin 言无不尽
yanxiaoyanyan 言笑晏晏
yanxingjunfa 严刑峻法
yanyulvji 严于律己
yanzhichengli 言之成理
yanzhiwuwen 言之无文
yanzhiyouju 言之有据
yanzhiyouwu 言之有物
yanzhiyouxu 言之有序
yaobukeji 遥不可及
yaochanwanguan 腰缠万贯
yaoleyikou 咬了一口
yaoshenyibian 摇身一变
yaotouhuangnao 摇头晃脑
yaowenjiaozi 咬文嚼字
yaowurenyan 杳无人烟
yaowuxiaoxi 杳无消息
yaowuyangwei 耀武扬威
yaowuyinxin 杳无音信
yaoxianghuying 遥相呼应
yaoyanbufan 要言不烦
yaoyaobaibai 摇摇摆摆
yaoyaohuanghuang 摇摇晃晃
yaoyaoyuzhui 摇摇欲坠
yaoyaozaiwang 遥遥在望
yaquewusheng 鸦雀无声
yasugongshang 雅俗共赏
yatelanda 亚特兰大
yaxiaosuanna 亚硝酸钠
yaxiaosuanyan 亚硝酸盐
yayaxueyu 牙牙学语
yebunengmei 夜不能寐
yejingyuqin 业精于勤
yejiushishuo 也就是说
yeliangrushui 夜凉如水
yelusaleng 耶路撒冷
yenisaihe 叶尼塞河
yeyijiri 夜以继日
yezhanyiyuan 野战医院
yibaiyishi 一百一十
yibanwuer 一般无二
yibidaiguo 一笔带过
yibingxiangjiao 乙丙橡胶
yibiwanqing 一碧万顷
yibosanzhe 一波三折
yiburongci 义不容辞
yibuxiaoxin 一不小心
yibuyiqu 亦步亦趋
yichangyiduan 一长一短
yichenburan 一尘不染
yichengbubian 一成不变
yichengxiangdai 以诚相待
yichoumozhan 一筹莫展
yichujifa 一触即发
yiciweiyou 以此为由
yicuerjiu 一蹴而就
yicunbixian 意存笔先
yidaliren 意大利人
yidaliyu 意大利语
yidanbaimei 胰蛋白酶
yidaoliangduan 一刀两断
yidiandaimian 以点带面
yidoucongsheng 疑窦丛生
yidugongdu 以毒攻毒
yiduzihuo 一肚子火
yiechuane 以讹传讹
yierbujue 议而不决
yifanfengshun 一帆风顺
yifanjiwang 一反既往
yifaweijiao 以法为教
yifengyisu 移风易俗
yifentianying 义愤填膺
yifenweier 一分为二
yiganerjing 一干二净
yigongbunong 以工补农
yigongdaizhen 以工代赈
yiguanbuzheng 衣冠不整
yigunaoer 一股脑儿
yiguotaxiang 异国他乡
yiguzuoqi 一鼓作气
yihaiwuqiong 贻害无穷
yiheweigui 以和为贵
yihuachuanfen 异花传粉
yihuajiemu 移花接木
yihubaiying 一呼百应
yijialaoxiao 一家老小
yijialuanzhen 以假乱真
yijianyufan 以简驭繁
yijinhuanxiang 衣锦还乡
yijiuhuanxin 以旧换新
yijizhichang 一技之长
yijuduode 一举多得
yijuntuqi 异军突起
yikoutongsheng 异口同声
yikuangtianxia 一匡天下
yilakeren 伊拉克人
yiliangansuan 异亮氨酸
yiliangjuhua 一两句话
yilifuren 以理服人
yilinuoyi 伊利诺伊
yilinweihe 以邻为壑
yilishabai 伊丽莎白
yiluoqianzhang 一落千丈
yimaixiangcheng 一脉相承
yimanniuer 伊曼纽尔
yimaobuba 一毛不拔
yimuliaoran 一目了然
yimuyiyang 一模一样
yinanzazheng 疑难杂症
yindanzijin 饮弹自尽
yindianren 印第安人
yindianyu 印第安语
yindizhiyi 因地制宜
yingbishufa 硬笔书法
yingjichangkong 鹰击长空
yingjishaxian 英吉沙县
yingnanershang 迎难而上
yingnianzaoshi 英年早逝
yingongxunzhi 因公殉职
yingrenerjie 迎刃而解
yingsiwubi 营私舞弊
yingxiatielu 鹰厦铁路
yingxingguiding 硬性规定
yingyangpeican 营养配餐
yingyunersheng 应运而生
yingzhetoupi 硬着头皮
yingzisashuang 英姿飒爽
yinhanggaoge 引吭高歌
yinhunbusan 阴魂不散
yinjingjudian 引经据典
yinlangrushi 引狼入室
yinqiexiwang 殷切希望
yinrenrusheng 引人入胜
yinruqitu 引入歧途
yinshilidao 因势利导
yinshizhiyi 因时制宜
yintianbiri 隐天蔽日
yinvyinan 一女一男
yinxiaoshida 因小失大
yinxingmaiming 隐姓埋名
yinyinyueyue 隐隐约约
yinyinzuotong 隐隐作痛
yinyiweiao 引以为傲
yinyiweijian 引以为鉴
yinyiweijie 引以为戒
yipansansha 一盘散沙
yipiangaiquan 以偏概全
yipinruxi 一贫如洗
yipushihan 一曝十寒
yiqianglingruo 以强凌弱
yiqiedoushi 一切都是
yiqifengfa 意气风发
yiqihecheng 一气呵成
yiqingerchu 一清二楚
yiqingganren 以情感人
yiquanmousi 以权谋私
yiroukegang 以柔克刚
yirujiwang 一如既往
yiruoshengqiang 以弱胜强
yisaoerkong 一扫而空
yishaoshengduo 以少胜多
yishengbukeng 一声不吭
yishenshidan 一身是胆
yishenzuoze 以身作则
yishitongren 一视同仁
yishiweijian 以史为鉴
yishiwucheng 一事无成
yishouyannian 益寿延年
yisilanjiao 伊斯兰教
yisuanyizhi 乙酸乙酯
yisuiyiku 一岁一枯
yitahutu 一塌糊涂
yitiandaowan 一天到晚
yiwangqingshen 一往情深
yiweipingdi 夷为平地
yiwenhuiyou 以文会友
yiwenqushi 逸闻趣事
yiwenyida 一问一答
yiwokanlai 依我看来
yiwoweizhu 以我为主
yiwuerxi 异戊二烯
yiwufangu 义无反顾
yiwusuoyou 一无所有
yiwusuozhi 一无所知
yiwuxiangjiao 异戊橡胶
yixiangbudao 意想不到
yixiangtiankai 异想天开
yixianshenshou 一显身手
yixiaojianda 以小见大
yixiaoliaozhi 一笑了之
yixinyiyi 一心一意
yixizhidi 一席之地
yiyanbizhi 一言蔽之
yiyanghuadan 一氧化氮
yiyanghuatan 一氧化碳
yiyanyixing 一言一行
yiyibushe 依依不舍
yiyiguanzhi 一以贯之
yiyiguxing 一意孤行
yiyiyaya 咿咿呀呀
yiyuyanbiao 溢于言表
yiyuzhongdi 一语中的
yizaibixian 意在笔先
yizhanshenshou 一展身手
yizhanyangzhan 以战养战
yizhaoyixi 一朝一夕
yizhengciyan 义正词严
yizhenyixian 一针一线
yizhiqishi 颐指气使
yizizhimao 以子之矛
yizuicongwu 疑罪从无
yongbumomie 永不磨灭
yongbuyanbai 永不言败
yongbuyanqi 永不言弃
yongchuibuxiu 永垂不朽
yongwangzhiqian 勇往直前
yongwuzhijing 永无止境
yongyuandoushi 永远都是
yongzhibujie 用之不竭
yongzhiyumin 用之于民
youbiaojili 由表及里
youbiyoufang 游必有方
youchangyouduan 有长有短
youchanweiji 忧谗畏讥
youchiyouchuan 有吃有穿
youchoubibao 有仇必报
youchuangzaoli 有创造力
youdayouxiao 有大有小
youdifangshi 有的放矢
youdongxiangxi 由东向西
youfabiyi 有法必依
youfenyouhe 有分有合
youguangkejian 油光可鉴
youguidianche 有轨电车
youjiaowulei 有教无类
youjikexun 有迹可循
youkuaiyouman 有快有慢
youlaiyouqu 游来游去
youliangxiazi 有两下子
youmingwushi 有名无实
youmuchenghuai 游目骋怀
youmugongdu 有目共睹
youqianrushen 由浅入深
youqituxing 有期徒刑
yourongnaida 有容乃大
yourouguaduan 优柔寡断
youshangerxia 由上而下
youshanyoushui 有山有水
youshenglietai 优胜劣汰
youshengyouyu 优生优育
youshiwuzhong 有始无终
youshiyilai 有史以来
youshiyouzhong 有始有终
youshizhishi 有识之士
youshouhaoxian 游手好闲
yousifenlie 有丝分裂
yousiwangxiang 游思妄想
youtiaobuwen 有条不紊
youtouwuwei 有头无尾
youtouyouwei 有头有尾
youxianyouhou 有先有后
youxiaodaoda 由小到大
youxinchongchong 忧心忡忡
youxinrufen 忧心如焚
youxiyouyou 有喜有忧
youyanjiangcu 油盐酱醋
youyibuding 游移不定
youyidaonan 由易到难
youyongyoumou 有勇有谋
youyongzhicai 有用之才
youyubujue 犹豫不决
youzaiyouzai 悠哉悠哉
youzegaizhi 有则改之
youzhaoyiri 有朝一日
youzhixude 有秩序地
youzhizhishi 有志之士
yuanaijiyin 原癌基因
yuanduchongyang 远渡重洋
yuanfengbudong 原封不动
yuanjiacuoan 冤假错案
yuanjianzhuoshi 远见卓识
yuanjiaojingong 远交近攻
yuanmuqiuyu 缘木求鱼
yuanqidashang 元气大伤
yuanshechongyang 远涉重洋
yuantianyouren 怨天尤人
yuanyuanjinjin 远远近近
yuanyuanliuchang 源远流长
yuanzaitaxiang 远在他乡
yuanzhiyuanwei 原汁原味
yubabuneng 欲罢不能
yucitongshi 与此同时
yucixiangfan 与此相反
yucixiangguan 与此相关
yudafengchui 雨打风吹
yuebaifengqing 月白风清
yuedingsucheng 约定俗成
yuehantielu 粤汉铁路
yuelaiyuezhong 越来越重
yueluowuti 月落乌啼
yuemingxingxi 月明星稀
yueyanglouji 岳阳楼记
yueyongyueshao 越用越少
yueyueyushi 跃跃欲试
yuezouyueyuan 越走越远
yuhouchunsun 雨后春笋
yuhuochongsheng 浴火重生
yujiaoyule 寓教于乐
yukuwulei 欲哭无泪
yulaiyushao 愈来愈少
yulingfufu 育龄夫妇
yumintongle 与民同乐
yumizhixiang 鱼米之乡
yunchouweiwo 运筹帷幄
yundanfengqing 云淡风轻
yunshanwuzhao 云山雾罩
yuntouzhuanxiang 晕头转向
yunyunzhongsheng 芸芸众生
yunzhewuzhang 云遮雾障
yuqingyujing 寓情于景
yuqishuoshi 与其说是
yurenweishan 与人为善
yurijuzeng 与日俱增
yushengjulai 与生俱来
yushichangci 与世长辞
yushidafu 御史大夫
yushigejue 与世隔绝
yushijujin 与时俱进
yushiwuzheng 与世无争
yushizhongcheng 御史中丞
yushizhuixing 余食赘行
yushuohaixiu 欲说还休
yuwowuguan 与我无关
yuwulunci 语无伦次
yuxinburen 于心不忍
yuyangxianyi 欲扬先抑
yuyanyulie 愈演愈烈
yuyongwenren 御用文人
yuyuguahuan 郁郁寡欢
yuyuxiongzhang 鱼与熊掌
yuzhanyuyong 愈战愈勇
yuzhongbutong 与众不同
yuzhongxinchang 语重心长
yuzhouchangwan 渔舟唱晚
zaibiaomianshang 在表面上
zaiciqijian 在此期间
zaiciyiju 在此一举
zaicizhihou 在此之后
zaicizhiqian 在此之前
zaiduanqinei 在短期内
zaigezaiwu 载歌载舞
zaihaobuguo 再好不过
zaijianghuazhong 在讲话中
zaijiegoushang 在结构上
zaijiezaili 再接再厉
zaijingjishang 在经济上
zaijingshenshang 在精神上
zaijishushang 在技术上
zailishishang 在历史上
zaiqunzhongzhong 在群众中
zaishenghuoshang 在生活上
zaishenghuozhong 在生活中
zaishijianshang 在实践上
zaishijianzhong 在实践中
zaishijieshang 在世界上
zaishuiyifang 在水一方
zaisixiangshang 在思想上
zaisuonanmian 在所难免
zaiwokanlai 在我看来
zaiwoxinzhong 在我心中
zaizhengzhishang 在政治上
zaluanwuzhang 杂乱无章
zanbixihe 赞比西河
zanbujuekou 赞不绝口
zangchuanfojiao 藏传佛教
zaochuwangui 早出晚归
zaoshanyundong 造山运动
zaoshuizaoqi 早睡早起
zaqizaba 杂七杂八
zaranxiangxu 杂然相许
zebeihoushi 泽被后世
zengguangtiancai 增光添彩
zengmuansha 曾母暗沙
zengshoujiezhi 增收节支
zeshanercong 择善而从
zewupangdai 责无旁贷
zezechengqi 啧啧称奇
zhaitaigaozhu 债台高筑
zhanbuqilai 站不起来
zhanbuzhujiao 站不住脚
zhancaochugen 斩草除根
zhandezhujiao 站得住脚
zhandingjietie 斩钉截铁
zhangangfangshao 站岗放哨
zhangbanggongbu 张榜公布
zhangdengjiecai 张灯结彩
zhanghonglelian 涨红了脸
zhangshangdiannao 掌上电脑
zhanguoqixiong 战国七雄
zhangyizhiyan 仗义执言
zhanlutoujiao 崭露头角
zhanlveyaodi 战略要地
zhanqianguhou 瞻前顾后
zhanwubusheng 战无不胜
zhanzhanjingjing 战战兢兢
zhanzhanzixi 沾沾自喜
zhanzhebudong 站着不动
zhanzhuanfance 辗转反侧
zhaohuaxishi 朝花夕拾
zhaolingxigai 朝令夕改
zhaomuxinbing 招募新兵
zhaoranruojie 昭然若揭
zhaoreshifei 招惹是非
zhaosanmusi 朝三暮四
zhaoshangmenlai 找上门来
zhaoyaozhuangpian 招摇撞骗
zhaozhaomumu 朝朝暮暮
zhaozhemeshuo 照这么说
zhatudoupian 炸土豆片
zhazhashishi 扎扎实实
zhegantielu 浙赣铁路
zhejichensha 折戟沉沙
zhejinianlai 这几年来
zhejiushishuo 这就是说
